id,observed_on_string,observed_on,scientific_name,common_name,observed_in
136508104,2022/09/24 2:48 PM,2022-09-24,Nucifraga columbiana,Clark's Nutcracker,Yosemite National Park
136508105,2022/09/24 2:52 PM,2022-09-24,Turdus migratorius,American Robin,Yosemite National Park
136508106,2022/09/24 2:54 PM,2022-09-24,Buteo jamaicensis,Red-tailed Hawk,Yosemite National Park
136563233,2022/09/15 1:12 PM,2022-09-15,Aythya collaris,Ring-necked Duck,Yosemite National Park
136583232,2022-09-25 16:26:30-07:00,2022-09-25,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
136595692,2022-09-25 07:47:15-07:00,2022-09-25,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
136598064,2022-09-24 11:25:07-07:00,2022-09-24,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
136648654,2022-09-26 18:07:19-07:00,2022-09-26,Glaucidium gnoma,Northern Pygmy-Owl,Yosemite National Park
136705820,2022-09-17 13:36:05-07:00,2022-09-17,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
136737950,2022-08-27 10:48:14-07:00,2022-08-27,Meleagris gallopavo,Wild Turkey,Yosemite National Park
136774444,2022-09-27 10:01:27-07:00,2022-09-27,Sphyrapicus thyroideus,Williamson's Sapsucker,Yosemite National Park
136835405,2019-10-18 16:01:28-07:00,2019-10-18,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
136931810,2022/04/24 2:13 AM,2022-04-24,Colaptes auratus,Northern Flicker,Yosemite National Park
136931814,2022/04/24 4:48 AM,2022-04-24,Turdus migratorius,American Robin,Yosemite National Park
136931816,2022/04/24 4:53 AM,2022-04-24,Melospiza melodia,Song Sparrow,Yosemite National Park
136939524,2019/07/22 2:02 PM,2019-07-22,Oreortyx pictus,Mountain Quail,Yosemite National Park
136967776,2022-09-24 11:41:28,2022-09-24,Dryocopus pileatus,Pileated Woodpecker,Yosemite National Park
137022744,2019/06/26 12:38 PM,2019-06-26,Corvus corax,Common Raven,Yosemite National Park
137023318,2019/06/26 1:50 PM,2019-06-26,Turdus migratorius,American Robin,Yosemite National Park
137023320,2019/06/26 1:51 PM,2019-06-26,Contopus sordidulus,Western Wood-Pewee,Yosemite National Park
137023323,2019/06/26 1:52 PM,2019-06-26,Pheucticus melanocephalus,Black-headed Grosbeak,Yosemite National Park
137023328,2019/06/26 2:00 PM,2019-06-26,Setophaga petechia,Yellow Warbler,Yosemite National Park
137023330,2019/06/26 2:20 PM,2019-06-26,Vireo cassinii,Cassin's Vireo,Yosemite National Park
137023334,2019/06/26 9:45 AM,2019-06-26,Vireo gilvus,Warbling Vireo,Yosemite National Park
137072502,2019/06/27 9:37 AM,2019-06-27,Dryobates albolarvatus,White-headed Woodpecker,Yosemite National Park
137072505,2019/06/27 9:54 AM,2019-06-27,Piranga ludoviciana,Western Tanager,Yosemite National Park
137072508,2019/06/27 9:58 AM,2019-06-27,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
137072509,2019/06/27 10:07 AM,2019-06-27,Setophaga occidentalis,Hermit Warbler,Yosemite National Park
137072511,2019/06/27 10:10 AM,2019-06-27,Sitta canadensis,Red-breasted Nuthatch,Yosemite National Park
137072514,2019/06/27 10:23 AM,2019-06-27,Passerella iliaca,Fox Sparrow,Yosemite National Park
137072517,2019/06/27 10:39 AM,2019-06-27,Geothlypis tolmiei,MacGillivray's Warbler,Yosemite National Park
137072518,2019/06/27 10:43 AM,2019-06-27,Pipilo chlorurus,Green-tailed Towhee,Yosemite National Park
137072543,2019/06/27 11:33 AM,2019-06-27,Empidonax oberholseri,Dusky Flycatcher,Yosemite National Park
137141930,2022-09-30 17:47:48-07:00,2022-09-30,Buteo lineatus,Red-shouldered Hawk,Yosemite National Park
137155210,2022-10-01 08:26:18,2022-10-01,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
137156300,2022-10-01 08:25:56,2022-10-01,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
137156954,2022-10-01 08:25:28,2022-10-01,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
137183030,2022-10-01 11:49:44,2022-10-01,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
137183261,2022-10-01 11:49:31,2022-10-01,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
137206475,2022-09-30 16:51:24-07:00,2022-09-30,Poecile gambeli,Mountain Chickadee,Yosemite National Park
137208165,2022-10-01 14:57:36,2022-10-01,Corvus corax,Common Raven,Yosemite National Park
137222034,2022/09/30 12:42 PM,2022-09-30,Nucifraga columbiana,Clark's Nutcracker,Yosemite National Park
137222046,2022/09/30 1:38 PM,2022-09-30,Buteo jamaicensis,Red-tailed Hawk,Yosemite National Park
137222064,2022/09/30 2:56 PM,2022-09-30,Sialia currucoides,Mountain Bluebird,Yosemite National Park
137222066,2022/09/30 2:58 PM,2022-09-30,Sialia currucoides,Mountain Bluebird,Yosemite National Park
137222087,2022/09/30 4:42 PM,2022-09-30,Sialia currucoides,Mountain Bluebird,Yosemite National Park
137222095,2022/09/30 5:04 PM,2022-09-30,Zonotrichia leucophrys,White-crowned Sparrow,Yosemite National Park
137222098,2022/09/30 5:04 PM,2022-09-30,Zonotrichia leucophrys,White-crowned Sparrow,Yosemite National Park
137222100,2022/09/30 5:24 PM,2022-09-30,Setophaga coronata,Yellow-rumped Warbler,Yosemite National Park
137222101,2022/09/30 5:24 PM,2022-09-30,Setophaga coronata,Yellow-rumped Warbler,Yosemite National Park
137222108,2022/09/30 5:47 PM,2022-09-30,Buteo jamaicensis,Red-tailed Hawk,Yosemite National Park
137222110,2022/09/30 5:50 PM,2022-09-30,Falco mexicanus,Prairie Falcon,Yosemite National Park
137222117,2022/09/30 6:31 PM,2022-09-30,Spizella passerina,Chipping Sparrow,Yosemite National Park
137243900,2022-06-13 16:58:26-07:00,2022-06-13,Corvus corax,Common Raven,Yosemite National Park
137341482,2022-10-02 08:49:07,2022-10-02,Nucifraga columbiana,Clark's Nutcracker,Yosemite National Park
137351226,2022-10-02 13:59:39,2022-10-02,Nucifraga columbiana,Clark's Nutcracker,Yosemite National Park
137369210,2022-10-02 15:14:43-07:00,2022-10-02,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
137441224,2022-10-03 09:25:49-07:00,2022-10-03,Catharus guttatus,Hermit Thrush,Yosemite National Park
137450582,2022-10-02 16:41:01-07:00,2022-10-02,Oreortyx pictus,Mountain Quail,Yosemite National Park
137450693,2022-10-02 12:17:00-07:00,2022-10-02,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
137478816,2022-10-03 15:18:03,2022-10-03,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
137479997,2022/09/25 2:16 PM,2022-09-25,Dryocopus pileatus,Pileated Woodpecker,Yosemite National Park
137480112,2022/09/25 5:17 PM,2022-09-25,Dryobates albolarvatus,White-headed Woodpecker,Yosemite National Park
137488524,2022-10-03 15:17:11-07:00,2022-10-03,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
137490724,2022-10-03 15:20:16-07:00,2022-10-03,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
137491168,2022-10-02 17:36:34-07:00,2022-10-02,Aix sponsa,Wood Duck,Yosemite National Park
137491193,2022-10-02 13:11:16-07:00,2022-10-02,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
137491271,2022-10-02 12:29:25-07:00,2022-10-02,Corvus corax,Common Raven,Yosemite National Park
137527276,Tue Aug 30 2022 20:24:58 GMT +0100 (GMT+1),2022-08-30,Oreortyx pictus,Mountain Quail,Yosemite National Park
137673712,2022-10-05 13:15:12-07:00,2022-10-05,Corvus corax,Common Raven,Yosemite National Park
137707066,2022-06-18 10:00:00-07:00,2022-06-18,Agelaius phoeniceus,Red-winged Blackbird,Yosemite National Park
137708333,2022/09/29 10:43 AM,2022-09-29,Haliaeetus leucocephalus,Bald Eagle,Yosemite National Park
137708334,2022/09/29 4:13 PM,2022-09-29,Accipiter striatus,Sharp-shinned Hawk,Yosemite National Park
137709791,2022-10-04 12:39:57-07:00,2022-10-04,Sphyrapicus thyroideus,Williamson's Sapsucker,Yosemite National Park
137711369,2022-10-04 11:47:56-07:00,2022-10-04,Dryobates albolarvatus,White-headed Woodpecker,Yosemite National Park
137786498,2022-10-04 16:45:33-07:00,2022-10-04,Dryobates villosus,Hairy Woodpecker,Yosemite National Park
137831886,2022-10-06 08:24:00,2022-10-06,Oreortyx pictus,Mountain Quail,Yosemite National Park
137884491,2022-10-06 09:29:53-07:00,2022-10-06,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
137938734,2022-10-07 08:32:06-07:00,2022-10-07,Turdus migratorius,American Robin,Yosemite National Park
137998082,2022-10-01 15:17:15-07:00,2022-10-01,Corvus corax,Common Raven,Yosemite National Park
138005501,2022-10-03 10:16:18-07:00,2022-10-03,Turdus migratorius,American Robin,Yosemite National Park
138011970,2015-07-07 20:21:52,2015-07-07,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
138057295,2022/10/06 12:08 PM,2022-10-06,Circus hudsonius,Northern Harrier,Yosemite National Park
138057310,2022/10/06 1:27 PM,2022-10-06,Zonotrichia leucophrys,White-crowned Sparrow,Yosemite National Park
138057316,2022/10/06 2:02 PM,2022-10-06,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,Yosemite National Park
138057320,2022/10/06 4:17 PM,2022-10-06,Zonotrichia leucophrys,White-crowned Sparrow,Yosemite National Park
138057324,2022/10/06 6:15 PM,2022-10-06,Nucifraga columbiana,Clark's Nutcracker,Yosemite National Park
138057325,2022/10/06 6:32 PM,2022-10-06,Zonotrichia leucophrys,White-crowned Sparrow,Yosemite National Park
138083857,2022-10-05 17:21:42-08:00,2022-10-05,Lagopus leucura,White-tailed Ptarmigan,Yosemite National Park
138083921,2022-10-06 12:48:21-08:00,2022-10-06,Anthus rubescens,American Pipit,Yosemite National Park
138083939,2022-10-06 16:23:58-08:00,2022-10-06,Cinclus mexicanus,American Dipper,Yosemite National Park
138160177,2022-10-09 12:24:30,2022-10-09,Corvus corax,Common Raven,Yosemite National Park
138162952,2022-10-09 12:31:29-07:00,2022-10-09,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
138173538,2022-10-09 14:02:16,2022-10-09,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
138176896,2022-10-09 14:28:28,2022-10-09,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
138284750,Sun Oct 09 2022 12:39:26 GMT-0700 (PDT),2022-10-09,Dryobates albolarvatus,White-headed Woodpecker,Yosemite National Park
138375839,2022/09/04 3:58 PM,2022-09-04,Anas platyrhynchos,Mallard,Yosemite National Park
138425261,2022-10-11 11:48:35,2022-10-11,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
138442843,2022-10-11 15:58:30,2022-10-11,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
138553285,2015/10/13 16:43,2015-10-13,Corvus corax,Common Raven,Yosemite National Park
138554630,2015/10/13 13:12,2015-10-13,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
138570957,2022-10-12 10:09:27-07:00,2022-10-12,Corvus corax,Common Raven,Yosemite National Park
138650666,2022-10-13 13:41:00,2022-10-13,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
138793545,2022/09/04 2:55 PM,2022-09-04,Zonotrichia leucophrys,White-crowned Sparrow,Yosemite National Park
138864860,2016-07-01 15:38:40-07:00,2016-07-01,Dryobates albolarvatus,White-headed Woodpecker,Yosemite National Park
138864901,2014-08-07 17:20:57-07:00,2014-08-07,Dryocopus pileatus,Pileated Woodpecker,Yosemite National Park
138922123,2022-10-11 12:22:00-04:00,2022-10-11,Corvus corax,Common Raven,Yosemite National Park
138922467,2022-10-12 13:46:13-04:00,2022-10-12,Passerculus sandwichensis,Savannah Sparrow,Yosemite National Park
138922568,2022-10-11 16:28:04-04:00,2022-10-11,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
138973827,2022-10-12 17:20:33-07:00,2022-10-12,Poecile gambeli,Mountain Chickadee,Yosemite National Park
139062657,2022-10-16 12:06:52-07:00,2022-10-16,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
139153522,2022/09/11 11:38 AM,2022-09-11,Corvus corax,Common Raven,Yosemite National Park
139153524,2022/09/10 4:00 PM,2022-09-10,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
139153527,2022/09/10 4:26 PM,2022-09-10,Colaptes auratus,Northern Flicker,Yosemite National Park
139154066,2022/09/11 11:38 AM,2022-09-11,Corvus corax,Common Raven,Yosemite National Park
139154070,2022/09/11 3:06 PM,2022-09-11,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
139154073,2022/09/12 11:12 AM,2022-09-12,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
139154547,2022/09/12 11:38 AM,2022-09-12,Myadestes townsendi,Townsend's Solitaire,Yosemite National Park
139154549,2022/09/12 12:21 PM,2022-09-12,Poecile gambeli,Mountain Chickadee,Yosemite National Park
139154551,2022/09/12 12:33 PM,2022-09-12,Setophaga coronata,Yellow-rumped Warbler,Yosemite National Park
139155153,2022/09/12 2:44 PM,2022-09-12,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
139155155,2022/09/12 4:20 PM,2022-09-12,Setophaga coronata,Yellow-rumped Warbler,Yosemite National Park
139155159,2022/09/12 4:34 PM,2022-09-12,Dryobates albolarvatus,White-headed Woodpecker,Yosemite National Park
139155161,2022/09/12 5:52 PM,2022-09-12,Corvus corax,Common Raven,Yosemite National Park
139180035,2022/10/16 10:02 AM,2022-10-16,Dryobates villosus,Hairy Woodpecker,Yosemite National Park
139180037,2022/10/16 11:02 AM,2022-10-16,Sitta carolinensis,White-breasted Nuthatch,Yosemite National Park
139195887,2022/10/12 11:25 PM,2022-10-12,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
139195946,2022/10/12 11:25 PM,2022-10-12,Catharus guttatus,Hermit Thrush,Yosemite National Park
139195971,2022/10/13 11:25 PM,2022-10-13,Turdus migratorius,American Robin,Yosemite National Park
139195972,2022/10/13 11:25 PM,2022-10-13,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
139428223,2022-06-11 11:00:00-07:00,2022-06-11,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
139497121,2016/04/23 3:34 PM,2016-04-23,Setophaga coronata,Yellow-rumped Warbler,Yosemite National Park
139497124,2016/04/23 3:32 PM,2016-04-23,Sayornis nigricans,Black Phoebe,Yosemite National Park
139497125,2016/04/23 3:31 PM,2016-04-23,Anas platyrhynchos,Mallard,Yosemite National Park
139497129,2016/04/23 11:22 AM,2016-04-23,Myadestes townsendi,Townsend's Solitaire,Yosemite National Park
139497133,2016/04/23 10:50 AM,2016-04-23,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
139497135,2016/04/23 9:58 AM,2016-04-23,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
139497138,2016/04/22 2:37 PM,2016-04-22,Corvus corax,Common Raven,Yosemite National Park
139497141,2016/04/22 1:59 PM,2016-04-22,Piranga ludoviciana,Western Tanager,Yosemite National Park
139497142,2016/04/22 12:28 PM,2016-04-22,Dryobates albolarvatus,White-headed Woodpecker,Yosemite National Park
139500940,2022/07/10 5:03 PM,2022-07-10,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
139668791,2022-10-17 14:50:54-07:00,2022-10-17,Oxyura jamaicensis,Ruddy Duck,Yosemite National Park
139669130,2022-10-20 09:28:31-07:00,2022-10-20,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
139734866,2022-10-10 14:26:37-07:00,2022-10-10,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
139831978,2022-10-21 17:25:31-07:00,2022-10-21,Corvus corax,Common Raven,Yosemite National Park
139832526,2022-10-22 10:13:06-07:00,2022-10-22,Corvus corax,Common Raven,Yosemite National Park
139832910,2022-10-22 11:09:37-07:00,2022-10-22,Turdus migratorius,American Robin,Yosemite National Park
139834637,2022-10-23 11:31:51-07:00,2022-10-23,Aix sponsa,Wood Duck,Yosemite National Park
139925196,2022-10-23 14:45:50,2022-10-23,Corvus corax,Common Raven,Yosemite National Park
140073310,2022/08/13 1:56 PM,2022-08-13,Aix sponsa,Wood Duck,Yosemite National Park
140078751,2022/08/12 8:19 PM,2022-08-12,Melanerpes formicivorus,Acorn Woodpecker,Yosemite National Park
140079218,2022/08/13 3:42 PM,2022-08-13,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
140080114,2022/08/13 5:38 PM,2022-08-13,Mergus merganser,Common Merganser,Yosemite National Park
140081692,2022/08/15 12:47 PM,2022-08-15,Sphyrapicus ruber,Red-breasted Sapsucker,Yosemite National Park
140084096,2022/08/15 11:11 AM,2022-08-15,Dryobates albolarvatus,White-headed Woodpecker,Yosemite National Park
140159176,Thu Oct 27 2022 08:25:13 GMT -0700 (PDT),2022-10-27,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
140164503,Thu Oct 27 2022 09:27:19 GMT -0700 (PDT),2022-10-27,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
140165489,2022-10-22 13:49:21-07:00,2022-10-22,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
140178314,Thu Oct 27 2022 12:05:13 GMT -0700 (PDT),2022-10-27,Aix sponsa,Wood Duck,Yosemite National Park
140186783,2022/10/27 3:04 AM,2022-10-27,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
140224438,2022-10-27 22:08:12-07:00,2022-10-27,Mergus merganser,Common Merganser,Yosemite National Park
140276597,2022-10-27 14:13:39-07:00,2022-10-27,Corvus corax,Common Raven,Yosemite National Park
140301934,2022-10-28 14:15:15-07:00,2022-10-28,Buteo lineatus,Red-shouldered Hawk,Yosemite National Park
140324793,2022-10-25 11:44:48-07:00,2022-10-25,Zonotrichia leucophrys,White-crowned Sparrow,Yosemite National Park
140325880,2022-10-27 12:04:49-07:00,2022-10-27,Certhia americana,Brown Creeper,Yosemite National Park
140326110,2022-10-27 15:39:36-07:00,2022-10-27,Melanerpes formicivorus,Acorn Woodpecker,Yosemite National Park
140526254,2022/06/21 2:46 PM,2022-06-21,Piranga ludoviciana,Western Tanager,Yosemite National Park
140526788,2022/06/21 1:58 PM,2022-06-21,Turdus migratorius,American Robin,Yosemite National Park
140618404,2022/10/28 3:04 PM,2022-10-28,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
140618410,2022/10/28 3:09 PM,2022-10-28,Dryobates villosus,Hairy Woodpecker,Yosemite National Park
140618411,2022/10/28 3:16 PM,2022-10-28,Poecile gambeli,Mountain Chickadee,Yosemite National Park
140621404,Fri Aug 12 2022 09:11:00 GMT -0700 (PDT),2022-08-12,Branta canadensis,Canada Goose,Yosemite National Park
140621860,Sat Sep 03 2022 18:15:00 GMT -0700 (PDT),2022-09-03,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
140681922,2000/03/09 7:32 PM,2000-03-09,Corvus corax,Common Raven,Yosemite National Park
140834210,2022/03/22 10:28 AM,2022-03-22,Dryocopus pileatus,Pileated Woodpecker,Yosemite National Park
140893400,2019-04-18 17:45:01-05:00,2019-04-18,Turdus migratorius,American Robin,Yosemite National Park
140943398,2022-10-31 18:05:35-06:00,2022-10-31,Buteo jamaicensis,Red-tailed Hawk,Yosemite National Park
141033912,2022/09/16 1:33 PM,2022-09-16,Sphyrapicus ruber,Red-breasted Sapsucker,Yosemite National Park
141036321,2022/09/15 1:15 PM,2022-09-15,Anas platyrhynchos,Mallard,Yosemite National Park
141036322,2022/09/15 1:06 PM,2022-09-15,Podiceps nigricollis,Eared Grebe,Yosemite National Park
141108853,2022-11-04 16:03:51-07:00,2022-11-04,Corvus corax,Common Raven,Yosemite National Park
141331671,2022-11-05 11:47:04-07:00,2022-11-05,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
141331837,2022-11-05 11:53:04-07:00,2022-11-05,Corvus corax,Common Raven,Yosemite National Park
141332276,2022-11-05 13:06:22-07:00,2022-11-05,Pipilo maculatus,Spotted Towhee,Yosemite National Park
141333132,2022-11-06 10:10:15-08:00,2022-11-06,Catharus guttatus,Hermit Thrush,Yosemite National Park
141333238,2022-11-06 11:05:50-08:00,2022-11-06,Corvus corax,Common Raven,Yosemite National Park
141474067,2022/11/05 4:00 PM,2022-11-05,Catharus guttatus,Hermit Thrush,Yosemite National Park
141945733,2003/09/09 8:05 AM,2003-09-09,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
141989005,2003/09/09 8:05 AM,2003-09-09,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
142105750,2016/08/20 3:21 AM,2016-08-20,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
142107573,2016/08/19 7:56 PM,2016-08-19,Selasphorus rufus,Rufous Hummingbird,Yosemite National Park
142263863,2010/07/26 8:51 PM,2010-07-26,Poecile gambeli,Mountain Chickadee,Yosemite National Park
142346341,2022-11-18 11:57:12,2022-11-18,Corvus corax,Common Raven,Yosemite National Park
142539157,2015-06-10 16:08:10-04:00,2015-06-10,Dryobates albolarvatus,White-headed Woodpecker,Yosemite National Park
142540104,2015-06-10 07:25:56-04:00,2015-06-10,Corvus corax,Common Raven,Yosemite National Park
142633264,2016/08/19 4:00 AM,2016-08-19,Turdus migratorius,American Robin,Yosemite National Park
142634295,2016/08/20 2:38 AM,2016-08-20,Dendragapus fuliginosus,Sooty Grouse,Yosemite National Park
142634297,2016/08/20 2:32 AM,2016-08-20,Corvus corax,Common Raven,Yosemite National Park
142721271,2022-11-23 12:55:54-08:00,2022-11-23,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
142721311,2022-11-23 14:14:30-08:00,2022-11-23,Patagioenas fasciata,Band-tailed Pigeon,Yosemite National Park
142722000,2022-11-23 13:32:02-08:00,2022-11-23,Dryocopus pileatus,Pileated Woodpecker,Yosemite National Park
142722012,2022-11-23 14:11:08-08:00,2022-11-23,Pipilo maculatus,Spotted Towhee,Yosemite National Park
142722079,2022-11-23 13:13:41-08:00,2022-11-23,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
142722209,2022-11-23 13:18:05-08:00,2022-11-23,Melanerpes formicivorus,Acorn Woodpecker,Yosemite National Park
142766787,2022-11-24 11:17:47-08:00,2022-11-24,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
142924557,2022-09-24 08:24:21-07:00,2022-09-24,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
143009391,2022-10-28 17:25:00,2022-10-28,Corvus corax,Common Raven,Yosemite National Park
143201431,2022/06/24 1:22 PM,2022-06-24,Piranga ludoviciana,Western Tanager,Yosemite National Park
143201433,2022/06/24 3:27 PM,2022-06-24,Setophaga coronata,Yellow-rumped Warbler,Yosemite National Park
143201446,2022/06/25 7:24 AM,2022-06-25,Mergus merganser,Common Merganser,Yosemite National Park
143201451,2022/06/25 8:45 AM,2022-06-25,Leucosticte tephrocotis,Gray-crowned Rosy-Finch,Yosemite National Park
143426292,2014/10/08 3:58 PM,2014-10-08,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
143442559,2019-05-25 15:22:55-07:00,2019-05-25,Corvus corax,Common Raven,Yosemite National Park
143473468,2018-02-17 10:59:15-08:00,2018-02-17,Dryobates villosus,Hairy Woodpecker,Yosemite National Park
143647031,2022-12-03 12:42:21-08:00,2022-12-03,Corvus corax,Common Raven,Yosemite National Park
143681967,2006/10/15 9:52 AM,2006-10-15,Melanerpes formicivorus,Acorn Woodpecker,Yosemite National Park
143681969,2006-10-15 11:09:00-07:00,2006-10-15,Falco peregrinus,Peregrine Falcon,Yosemite National Park
143681972,2006/10/15 11:27 AM,2006-10-15,Buteo jamaicensis,Red-tailed Hawk,Yosemite National Park
143681973,2006/10/15 11:31 AM,2006-10-15,Corvus corax,Common Raven,Yosemite National Park
143681975,2006/10/15 4:51 PM,2006-10-15,Ardea herodias,Great Blue Heron,Yosemite National Park
143682391,2006/10/16 10:17 AM,2006-10-16,Sayornis nigricans,Black Phoebe,Yosemite National Park
143682398,2006/10/16 3:03 PM,2006-10-16,Dryobates albolarvatus,White-headed Woodpecker,Yosemite National Park
143682399,2006/10/16 2:59 PM,2006-10-16,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
143682401,2006/10/16 3:06 PM,2006-10-16,Poecile gambeli,Mountain Chickadee,Yosemite National Park
143682527,2006-10-17 07:46:00-07:00,2006-10-17,Myadestes townsendi,Townsend's Solitaire,Yosemite National Park
143682528,2006/10/17 9:50 AM,2006-10-17,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
143682529,2006/10/17 9:55 AM,2006-10-17,Haemorhous purpureus,Purple Finch,Yosemite National Park
143682804,2006/10/18 12:32 PM,2006-10-18,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
143682805,2006/10/18 1:01 PM,2006-10-18,Setophaga coronata,Yellow-rumped Warbler,Yosemite National Park
143682807,2006/10/18 1:36 PM,2006-10-18,Melanerpes formicivorus,Acorn Woodpecker,Yosemite National Park
143682808,2006/10/18 1:59 PM,2006-10-18,Cinclus mexicanus,American Dipper,Yosemite National Park
143682988,2006/10/19 1:08 PM,2006-10-19,Myadestes townsendi,Townsend's Solitaire,Yosemite National Park
143682990,2006/10/19 1:12 PM,2006-10-19,Sphyrapicus thyroideus,Williamson's Sapsucker,Yosemite National Park
143682993,2006/10/19 1:38 PM,2006-10-19,Junco hyemalis,Dark-eyed Junco,Yosemite National Park
143682997,2006/10/19 2:05 PM,2006-10-19,Sialia mexicana,Western Bluebird,Yosemite National Park
143682998,2006/10/19 5:00 PM,2006-10-19,Dryobates albolarvatus,White-headed Woodpecker,Yosemite National Park
143682999,2006/10/19 5:04 PM,2006-10-19,Poecile gambeli,Mountain Chickadee,Yosemite National Park
143904226,2022/12/07 3:03 PM,2022-12-07,Dryobates nuttallii,Nuttall's Woodpecker,Yosemite National Park
144054359,2022-12-09 14:26:32-08:00,2022-12-09,Corvus corax,Common Raven,Yosemite National Park
144100424,2022-12-09 16:20:07-08:00,2022-12-09,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
144112516,2022-11-24 10:19:49-08:00,2022-11-24,Euphagus cyanocephalus,Brewer's Blackbird,Yosemite National Park
144176076,2022-08-19 13:05:42-08:00,2022-08-19,Buteo lineatus,Red-shouldered Hawk,Yosemite National Park
144177110,2022-08-20 20:17:54-08:00,2022-08-20,Strix occidentalis,Spotted Owl,Yosemite National Park
144209930,2019-07-31 15:01:34,2019-07-31,Pinicola enucleator,Pine Grosbeak,Yosemite National Park
144233785,2022/12/07 11:21 AM,2022-12-07,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
144251247,2022/04/23 12:14 PM,2022-04-23,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
144260757,2022/06/15 6:45 PM,2022-06-15,Pheucticus melanocephalus,Black-headed Grosbeak,Yosemite National Park
144424028,2017/07/04 8:19 AM,2017-07-04,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
144539391,2022-12-16 11:42:18,2022-12-16,Cyanocitta stelleri,Steller's Jay,Yosemite National Park
144749111,2009/09/30,2009-09-30,Melanerpes formicivorus,Acorn Woodpecker,Yosemite National Park
144749703,2009/10/01,2009-10-01,Sitta canadensis,Red-breasted Nuthatch,Yosemite National Park
144885180,2022/09/14 4:13 PM,2022-09-14,Corvus corax,Common Raven,Yosemite National Park
144886254,2013/09/18 6:49 AM,2013-09-18,Buteo jamaicensis,Red-tailed Hawk,Yosemite National Park
144973201,2011/07/20 4:17 PM,2011-07-20,Cathartes aura,Turkey Vulture,Yosemite National Park
