id,observed_on_string,observed_on,time_observed_at,scientific_name,common_name,iconic_taxon_name
243517109,2024-09-18 11:39:03,2024-09-18,2024-09-18 18:39:03 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
243526906,2024-09-22 10:32:55,2024-09-22,2024-09-22 17:32:55 +0000,Corvus corax,Common Raven,Aves
243708582,2024/09/17 11:22 AM,2024-09-17,2024-09-17 18:22:00 +0000,Cinclus mexicanus,American Dipper,Aves
243901262,2024-09-24 12:24:36,2024-09-24,2024-09-24 19:24:36 +0000,Passerculus sandwichensis,Savannah Sparrow,Aves
243901721,2024-09-24 11:20:48,2024-09-24,2024-09-24 18:20:48 +0000,Perisoreus canadensis,Canada Jay,Aves
243910712,2024-09-04 11:13:48-07:00,2024-09-04,2024-09-04 18:13:48 +0000,Poecile rufescens,Chestnut-backed Chickadee,Aves
243911052,2024-09-04 11:35:04-07:00,2024-09-04,2024-09-04 18:35:04 +0000,Corvus corax,Common Raven,Aves
243911733,2024-09-04 11:51:40-07:00,2024-09-04,2024-09-04 18:51:40 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
243915807,2024/09/04 2:48 PM,2024-09-04,2024-09-04 21:48:00 +0000,Cyanocitta stelleri,Steller's Jay,Aves
243915821,2024/09/05 10:29 AM,2024-09-05,2024-09-05 17:29:00 +0000,Charadrius semipalmatus,Semipalmated Plover,Aves
243915824,2024/09/05 6:43 PM,2024-09-05,2024-09-06 01:43:00 +0000,Cyanocitta stelleri,Steller's Jay,Aves
244039732,2024/09/14 10:51 AM,2024-09-14,2024-09-14 17:51:00 +0000,Larus californicus,California Gull,Aves
244083473,2024/09/15 1:51 PM,2024-09-15,2024-09-15 20:51:00 +0000,Perisoreus canadensis,Canada Jay,Aves
244084161,2024/09/15 2:03 PM,2024-09-15,2024-09-15 21:03:00 +0000,Catharus ustulatus,Swainson's Thrush,Aves
244556486,2024-09-28 11:20:17-07:00,2024-09-28,2024-09-28 18:20:17 +0000,Perisoreus canadensis,Canada Jay,Aves
244595005,2024/09/18 11:33 AM,2024-09-18,2024-09-18 18:33:00 +0000,Perisoreus canadensis,Canada Jay,Aves
244595019,2024/09/18 11:33 AM,2024-09-18,2024-09-18 18:33:00 +0000,Perisoreus canadensis,Canada Jay,Aves
244595032,2024/09/18 1:29 PM,2024-09-18,2024-09-18 20:29:00 +0000,Cathartes aura,Turkey Vulture,Aves
244605743,2024/09/19 7:31 AM,2024-09-19,2024-09-19 14:31:00 +0000,Megaceryle alcyon,Belted Kingfisher,Aves
244614506,2024/08/31 5:42 PM,2024-08-31,2024-09-01 00:42:00 +0000,Colaptes auratus,Northern Flicker,Aves
244614511,2024/08/31 7:52 PM,2024-08-31,2024-09-01 02:52:00 +0000,Actitis macularius,Spotted Sandpiper,Aves
244617884,2024/08/31 8:11 AM,2024-08-31,2024-08-31 15:11:00 +0000,Mergus merganser,Common Merganser,Aves
244617885,2024/08/31 8:27 AM,2024-08-31,2024-08-31 15:27:00 +0000,Patagioenas fasciata,Band-tailed Pigeon,Aves
244623236,2024/09/01 8:27 AM,2024-09-01,2024-09-01 15:27:00 +0000,Brachyramphus marmoratus,Marbled Murrelet,Aves
244623238,2024/09/01 8:36 AM,2024-09-01,2024-09-01 15:36:00 +0000,Gavia pacifica,Pacific Loon,Aves
244623244,2024/09/01 10:44 AM,2024-09-01,2024-09-01 17:44:00 +0000,Larus californicus,California Gull,Aves
244623246,2024/09/01 10:44 AM,2024-09-01,2024-09-01 17:44:00 +0000,Larus californicus,California Gull,Aves
244623250,2024/09/01 11:05 AM,2024-09-01,2024-09-01 18:05:00 +0000,Gavia pacifica,Pacific Loon,Aves
244623251,2024/09/01 11:07 AM,2024-09-01,2024-09-01 18:07:00 +0000,Larus heermanni,Heermann's Gull,Aves
244623252,2024/09/01 11:08 AM,2024-09-01,2024-09-01 18:08:00 +0000,Larus californicus,California Gull,Aves
244623255,2024/09/01 11:09 AM,2024-09-01,2024-09-01 18:09:00 +0000,Larus occidentalis,Western Gull,Aves
244623257,2024/09/01 11:11 AM,2024-09-01,2024-09-01 18:11:00 +0000,Larus heermanni,Heermann's Gull,Aves
244623258,2024/09/01 11:09 AM,2024-09-01,2024-09-01 18:09:00 +0000,Larus glaucescens × occidentalis,Olympic Gull,Aves
244623265,2024/09/01 11:12 AM,2024-09-01,2024-09-01 18:12:00 +0000,Larus brachyrhynchus,Short-billed Gull,Aves
244623267,2024/09/01 11:12 AM,2024-09-01,2024-09-01 18:12:00 +0000,Larus glaucescens × occidentalis,Olympic Gull,Aves
244623274,2024/09/01 11:51 AM,2024-09-01,2024-09-01 18:51:00 +0000,Melanitta perspicillata,Surf Scoter,Aves
244623275,2024/09/01 11:53 AM,2024-09-01,2024-09-01 18:53:00 +0000,Melanitta deglandi,White-winged Scoter,Aves
244623278,2024/09/01 11:58 AM,2024-09-01,2024-09-01 18:58:00 +0000,Melanitta perspicillata,Surf Scoter,Aves
244623295,2024/09/01 8:38 AM,2024-09-01,2024-09-01 15:38:00 +0000,Larus occidentalis,Western Gull,Aves
244624871,2024-09-28 11:48:53-07:00,2024-09-28,2024-09-28 18:48:53 +0000,Anser albifrons,Greater White-fronted Goose,Aves
244631125,2024-09-28 13:15:27,2024-09-28,2024-09-28 20:15:27 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
244631137,2024-09-28 13:15:35-07:00,2024-09-28,2024-09-28 20:15:35 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
244631571,2024-09-28 13:12:14,2024-09-28,2024-09-28 20:12:14 +0000,Perisoreus canadensis,Canada Jay,Aves
244641491,2024/09/14 2:13 PM,2024-09-14,2024-09-14 21:13:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
244690963,2024/09/01 3:53 PM,2024-09-01,2024-09-01 22:53:00 +0000,Melanitta perspicillata,Surf Scoter,Aves
244690964,2024/09/01 4:01 PM,2024-09-01,2024-09-01 23:01:00 +0000,Gavia stellata,Red-throated Loon,Aves
244690968,2024/09/01 4:06 PM,2024-09-01,2024-09-01 23:06:00 +0000,Charadrius semipalmatus,Semipalmated Plover,Aves
244690971,2024/09/01 4:24 PM,2024-09-01,2024-09-01 23:24:00 +0000,Nannopterum auritum,Double-crested Cormorant,Aves
244690972,2024/09/01 4:20 PM,2024-09-01,2024-09-01 23:20:00 +0000,Calidris mauri,Western Sandpiper,Aves
244690975,2024/09/01 4:40 PM,2024-09-01,2024-09-01 23:40:00 +0000,Anas acuta,Northern Pintail,Aves
244690977,2024/09/01 4:40 PM,2024-09-01,2024-09-01 23:40:00 +0000,Anas crecca,Green-winged Teal,Aves
244690980,2024/09/01 4:42 PM,2024-09-01,2024-09-01 23:42:00 +0000,Calidris mauri,Western Sandpiper,Aves
244690981,2024/09/01 4:44 PM,2024-09-01,2024-09-01 23:44:00 +0000,Pluvialis fulva,Pacific Golden Plover,Aves
244690986,2024/09/01 4:48 PM,2024-09-01,2024-09-01 23:48:00 +0000,Limnodromus griseus,Short-billed Dowitcher,Aves
244690992,2024/09/01 4:58 PM,2024-09-01,2024-09-01 23:58:00 +0000,Calidris mauri,Western Sandpiper,Aves
244690997,2024/09/01 5:00 PM,2024-09-01,2024-09-02 00:00:00 +0000,Calidris minutilla,Least Sandpiper,Aves
244691003,2024/09/01 5:01 PM,2024-09-01,2024-09-02 00:01:00 +0000,Calidris mauri,Western Sandpiper,Aves
244691007,2024/09/01 5:14 PM,2024-09-01,2024-09-02 00:14:00 +0000,Melanitta deglandi,White-winged Scoter,Aves
244691012,2024/09/01 5:31 PM,2024-09-01,2024-09-02 00:31:00 +0000,Larus californicus,California Gull,Aves
244700813,2024/09/02 8:43 AM,2024-09-02,2024-09-02 15:43:00 +0000,Larus occidentalis,Western Gull,Aves
244700847,2024/09/02 9:03 AM,2024-09-02,2024-09-02 16:03:00 +0000,Melanitta perspicillata,Surf Scoter,Aves
244730529,2024/09/02 9:36 AM,2024-09-02,2024-09-02 16:36:00 +0000,Larus californicus,California Gull,Aves
244730546,2024/09/02 9:40 AM,2024-09-02,2024-09-02 16:40:00 +0000,Larus californicus,California Gull,Aves
244758951,2024/09/03 9:35 AM,2024-09-03,2024-09-03 16:35:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow,Aves
244758952,2024/09/03 9:40 AM,2024-09-03,2024-09-03 16:40:00 +0000,Gavia stellata,Red-throated Loon,Aves
244806546,2024-09-29 16:23:04-07:00,2024-09-29,2024-09-29 23:23:04 +0000,Pelecanus occidentalis,Brown Pelican,Aves
244951931,2024/09/07 5:55 PM,2024-09-07,2024-09-08 00:55:00 +0000,Perisoreus canadensis,Canada Jay,Aves
244975961,2024-08-24 09:22:05,2024-08-24,2024-08-24 16:22:05 +0000,Calidris mauri,Western Sandpiper,Aves
244989139,2024/09/04 5:18 PM,2024-09-04,2024-09-05 00:18:00 +0000,Junco hyemalis,Dark-eyed Junco,Aves
244989141,2024/09/04 6:25 PM,2024-09-04,2024-09-05 01:25:00 +0000,Podilymbus podiceps,Pied-billed Grebe,Aves
244992518,2024/09/05 9:45 AM,2024-09-05,2024-09-05 16:45:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
244995096,2024/09/06 9:10 AM,2024-09-06,2024-09-06 16:10:00 +0000,Bucephala clangula,Common Goldeneye,Aves
244995101,2024/09/06 9:24 AM,2024-09-06,2024-09-06 16:24:00 +0000,Melospiza lincolnii,Lincoln's Sparrow,Aves
244995102,2024/09/06 9:34 AM,2024-09-06,2024-09-06 16:34:00 +0000,Anthus rubescens,American Pipit,Aves
244995103,2024/09/06 9:35 AM,2024-09-06,2024-09-06 16:35:00 +0000,Passerculus sandwichensis,Savannah Sparrow,Aves
245002450,2024/09/06 3:16 PM,2024-09-06,2024-09-06 22:16:00 +0000,Dryobates villosus,Hairy Woodpecker,Aves
245020449,2024-09-30 14:19:48-07:00,2024-09-30,2024-09-30 21:19:48 +0000,Pelecanus occidentalis,Brown Pelican,Aves
245027520,2024-09-30 18:29:29-07:00,2024-09-30,2024-10-01 01:29:29 +0000,Pelecanus occidentalis,Brown Pelican,Aves
245079842,2024-09-28 11:59:55,2024-09-28,2024-09-28 18:59:55 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
245174784,2024/09/08 9:00 AM,2024-09-08,2024-09-08 16:00:00 +0000,Setophaga coronata,Yellow-rumped Warbler,Aves
245178246,2024-09-27 18:04:53,2024-09-27,2024-09-28 01:04:53 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
245295479,2024-10-02 11:46:39,2024-10-02,2024-10-02 18:46:39 +0000,Sphyrapicus ruber,Red-breasted Sapsucker,Aves
245318371,2024-09-16 14:33:10-07:00,2024-09-16,2024-09-16 21:33:10 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
245318789,2024-09-16 13:39:43-07:00,2024-09-16,2024-09-16 20:39:43 +0000,Perisoreus canadensis,Canada Jay,Aves
245331591,2024-10-02 10:31:29-07:00,2024-10-02,2024-10-02 17:31:29 +0000,Dryobates villosus,Hairy Woodpecker,Aves
245339743,2024/09/08 12:17 PM,2024-09-08,2024-09-08 19:17:00 +0000,Salpinctes obsoletus,Rock Wren,Aves
245339749,2024/09/08 12:20 PM,2024-09-08,2024-09-08 19:20:00 +0000,Salpinctes obsoletus,Rock Wren,Aves
245339754,2024/09/08 12:42 PM,2024-09-08,2024-09-08 19:42:00 +0000,Chaetura vauxi,Vaux's Swift,Aves
245339756,2024/09/08 12:43 PM,2024-09-08,2024-09-08 19:43:00 +0000,Chaetura vauxi,Vaux's Swift,Aves
245339757,2024/09/08 12:53 PM,2024-09-08,2024-09-08 19:53:00 +0000,Salpinctes obsoletus,Rock Wren,Aves
245347531,2024-10-02 17:12:06-07:00,2024-10-02,2024-10-03 00:12:06 +0000,Cinclus mexicanus,American Dipper,Aves
245385906,2024/09/08 1:23 PM,2024-09-08,2024-09-08 20:23:00 +0000,Eremophila alpestris,Horned Lark,Aves
245385909,2024/09/08 1:36 PM,2024-09-08,2024-09-08 20:36:00 +0000,Anthus rubescens,American Pipit,Aves
245385913,2024/09/08 2:42 PM,2024-09-08,2024-09-08 21:42:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
245385918,2024/09/08 2:47 PM,2024-09-08,2024-09-08 21:47:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
245385922,2024/09/08 2:55 PM,2024-09-08,2024-09-08 21:55:00 +0000,Accipiter striatus,Sharp-shinned Hawk,Aves
245451433,2024-10-01 15:35:55-07:00,2024-10-01,2024-10-01 22:35:55 +0000,Dryobates villosus,Hairy Woodpecker,Aves
245597253,2024/09/19 5:39 PM,2024-09-19,2024-09-20 00:39:00 +0000,Ardenna grisea,Sooty Shearwater,Aves
245610227,2024/09/18 1:54 PM,2024-09-18,2024-09-18 20:54:00 +0000,Perisoreus canadensis,Canada Jay,Aves
245610975,2024/09/20 1:10 PM,2024-09-20,2024-09-20 20:10:00 +0000,Perisoreus canadensis,Canada Jay,Aves
245711543,2024-09-16 18:37:39-07:00,2024-09-16,2024-09-17 01:37:39 +0000,Bonasa umbellus,Ruffed Grouse,Aves
245792163,2024-09-16 16:58:15-07:00,2024-09-16,2024-09-16 23:58:15 +0000,Anas platyrhynchos,Mallard,Aves
245792329,2024-09-16 14:08:14-07:00,2024-09-16,2024-09-16 21:08:14 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
245825112,2024/09/07 6:38 PM,2024-09-07,2024-09-08 01:38:00 +0000,Dryobates villosus,Hairy Woodpecker,Aves
245825114,2024/09/07 7:32 PM,2024-09-07,2024-09-08 02:32:00 +0000,Anas platyrhynchos,Mallard,Aves
245825145,2024/09/08 5:31 PM,2024-09-08,2024-09-09 00:31:00 +0000,Anas platyrhynchos,Mallard,Aves
245827853,2024-08-06 13:01:06,2024-08-06,2024-08-06 20:01:06 +0000,Calidris mauri,Western Sandpiper,Aves
245864024,2024/09/08 4:51 PM,2024-09-08,2024-09-08 23:51:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
245871331,2024/10/02 6:40 PM,2024-10-02,2024-10-03 01:40:00 +0000,Perisoreus canadensis,Canada Jay,Aves
245871332,2024/10/03 6:52 PM,2024-10-03,2024-10-04 01:52:00 +0000,Cinclus mexicanus,American Dipper,Aves
245871333,2024/10/03 6:53 PM,2024-10-03,2024-10-04 01:53:00 +0000,Cinclus mexicanus,American Dipper,Aves
245871335,2024/10/03 6:57 PM,2024-10-03,2024-10-04 01:57:00 +0000,Setophaga coronata,Yellow-rumped Warbler,Aves
245871337,2024/10/03 6:56 PM,2024-10-03,2024-10-04 01:56:00 +0000,Setophaga coronata,Yellow-rumped Warbler,Aves
245871342,2024/10/03 6:57 PM,2024-10-03,2024-10-04 01:57:00 +0000,Setophaga coronata,Yellow-rumped Warbler,Aves
245872604,2024/10/03 9:38 AM,2024-10-03,2024-10-03 16:38:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
245872862,2024/09/09 8:38 AM,2024-09-09,2024-09-09 15:38:00 +0000,Buteo jamaicensis,Red-tailed Hawk,Aves
245873183,2024/10/03 9:12 AM,2024-10-03,2024-10-03 16:12:00 +0000,Picoides dorsalis,American Three-toed Woodpecker,Aves
245881098,2024-10-03 11:18:29-07:00,2024-10-03,2024-10-03 18:18:29 +0000,Zonotrichia atricapilla,Golden-crowned Sparrow,Aves
245930907,2024/09/09 10:59 AM,2024-09-09,2024-09-09 17:59:00 +0000,Junco hyemalis,Dark-eyed Junco,Aves
245930912,2024/09/09 11:30 AM,2024-09-09,2024-09-09 18:30:00 +0000,Regulus satrapa,Golden-crowned Kinglet,Aves
246025067,2024-10-06 09:45:04,2024-10-06,2024-10-06 16:45:04 +0000,Perisoreus canadensis,Canada Jay,Aves
246361503,2024-10-04 11:48:47-07:00,2024-10-04,2024-10-04 18:48:47 +0000,Perisoreus canadensis,Canada Jay,Aves
246424247,2024/09/15 11:30,2024-09-15,2024-09-15 18:30:00 +0000,Anas platyrhynchos,Mallard,Aves
246424248,2024/09/15 11:52,2024-09-15,2024-09-15 18:52:00 +0000,Regulus satrapa,Golden-crowned Kinglet,Aves
246481678,2024/09/22 2:52 PM,2024-09-22,2024-09-22 21:52:00 +0000,Pelecanus occidentalis,Brown Pelican,Aves
246482933,2024/09/22 3:13 PM,2024-09-22,2024-09-22 22:13:00 +0000,Larus occidentalis,Western Gull,Aves
246483460,2024/09/22 3:15 PM,2024-09-22,2024-09-22 22:15:00 +0000,Larus californicus,California Gull,Aves
246484506,2024/09/22 3:16 PM,2024-09-22,2024-09-22 22:16:00 +0000,Larus heermanni,Heermann's Gull,Aves
246485881,2024/09/22 3:18 PM,2024-09-22,2024-09-22 22:18:00 +0000,Larus heermanni,Heermann's Gull,Aves
246486478,2024/09/22 3:18 PM,2024-09-22,2024-09-22 22:18:00 +0000,Larus californicus,California Gull,Aves
246487014,2024/09/22 3:21 PM,2024-09-22,2024-09-22 22:21:00 +0000,Pelecanus occidentalis,Brown Pelican,Aves
246518372,2024/09/23 4:28 PM,2024-09-23,2024-09-23 23:28:00 +0000,Poecile rufescens,Chestnut-backed Chickadee,Aves
246518548,2024/09/23 4:30 PM,2024-09-23,2024-09-23 23:30:00 +0000,Troglodytes pacificus,Pacific Wren,Aves
246519043,2024/09/23 4:33 PM,2024-09-23,2024-09-23 23:33:00 +0000,Corvus brachyrhynchos,American Crow,Aves
246522583,2024/09/23 7:54 PM,2024-09-23,2024-09-24 02:54:00 +0000,Junco hyemalis,Dark-eyed Junco,Aves
246522702,2024/09/23 8:23 PM,2024-09-23,2024-09-24 03:23:00 +0000,Cyanocitta stelleri,Steller's Jay,Aves
246528797,2024/09/23 8:26 PM,2024-09-23,2024-09-24 03:26:00 +0000,Perisoreus canadensis,Canada Jay,Aves
246533517,2024/09/23 8:36 PM,2024-09-23,2024-09-24 03:36:00 +0000,Cinclus mexicanus,American Dipper,Aves
246855409,2022-07-17,2022-07-17,,Eremophila alpestris,Horned Lark,Aves
246996311,Sat Oct 12 2024 13:40:47 GMT -0700 (PDT),2024-10-12,2024-10-12 20:40:47 +0000,Perisoreus canadensis,Canada Jay,Aves
247065732,2012/03/18 1:30 PM,2012-03-18,2012-03-18 20:30:00 +0000,Haematopus bachmani,Black Oystercatcher,Aves
247234622,2024-02-04 09:58:47-08:00,2024-02-04,2024-02-04 17:58:47 +0000,Sphyrapicus ruber,Red-breasted Sapsucker,Aves
247380718,2014/04/24 1:58 PM,2014-04-24,2014-04-24 20:58:00 +0000,Strix occidentalis caurina,Northern Spotted Owl,Aves
247391619,2024-10-11 14:17:21-07:00,2024-10-11,2024-10-11 21:17:21 +0000,Perisoreus canadensis,Canada Jay,Aves
247402868,2024-08-13 18:50:24,2024-08-13,2024-08-14 01:50:24 +0000,Dryocopus pileatus,Pileated Woodpecker,Aves
247410134,2024-10-14 14:03:44,2024-10-14,2024-10-14 21:03:44 +0000,Cinclus mexicanus,American Dipper,Aves
247454673,2024-10-12 09:50:51-07:00,2024-10-12,2024-10-12 16:50:51 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
247510659,2024/10/14 3:29 PM,2024-10-14,2024-10-14 22:29:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
247521795,2021-06-25 18:42:15,2021-06-25,2021-06-26 01:42:15 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
247534293,2024-10-09 11:03:54-07:00,2024-10-09,2024-10-09 18:03:54 +0000,Perisoreus canadensis,Canada Jay,Aves
247562177,2024-10-12 12:11:28-07:00,2024-10-12,2024-10-12 19:11:28 +0000,Perisoreus canadensis,Canada Jay,Aves
247615200,2024/10/09 2:44 PM,2024-10-09,2024-10-09 21:44:00 +0000,Bonasa umbellus,Ruffed Grouse,Aves
247655525,2024-10-14 09:47:56-07:00,2024-10-14,2024-10-14 16:47:56 +0000,Perisoreus canadensis,Canada Jay,Aves
247655571,2024-10-14 09:48:03-07:00,2024-10-14,2024-10-14 16:48:03 +0000,Perisoreus canadensis,Canada Jay,Aves
247661604,2024/10/08 11:22 AM,2024-10-08,2024-10-08 18:22:00 +0000,Melanitta perspicillata,Surf Scoter,Aves
247714713,2024/10/15 2:53 PM,2024-10-15,2024-10-15 21:53:00 +0000,Dryobates villosus,Hairy Woodpecker,Aves
247714760,2024/10/15 5:42 PM,2024-10-15,2024-10-16 00:42:00 +0000,Dryobates villosus,Hairy Woodpecker,Aves
247714788,2024/10/15 6:04 PM,2024-10-15,2024-10-16 01:04:00 +0000,Troglodytes pacificus,Pacific Wren,Aves
247821458,2024/09/29 10:02 AM,2024-09-29,2024-09-29 17:02:00 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
247821459,2024/09/29 9:49 AM,2024-09-29,2024-09-29 16:49:00 +0000,Anas platyrhynchos,Mallard,Aves
247896323,2024-09-30 14:18:55-07:00,2024-09-30,2024-09-30 21:18:55 +0000,Perisoreus canadensis,Canada Jay,Aves
248377847,2024-06-16 12:41:00,2024-06-16,2024-06-16 19:41:00 +0000,Cinclus mexicanus,American Dipper,Aves
248495904,2024-10-21 11:36:05,2024-10-21,2024-10-21 18:36:05 +0000,Corthylio calendula,Ruby-crowned Kinglet,Aves
248528320,2024-10-21 13:46:27,2024-10-21,2024-10-21 20:46:27 +0000,Perisoreus canadensis,Canada Jay,Aves
248886894,2024-10-17 10:40:23-07:00,2024-10-17,2024-10-17 17:40:23 +0000,Corvus corax,Common Raven,Aves
249360503,2024-10-26 15:14:45,2024-10-26,2024-10-26 22:14:45 +0000,Corvus brachyrhynchos,American Crow,Aves
249557583,2024/08/25 1:12 PM,2024-08-25,2024-08-25 20:12:00 +0000,Junco hyemalis,Dark-eyed Junco,Aves
249658959,2024/10/23 6:44 PM,2024-10-23,2024-10-24 01:44:00 +0000,Turdus migratorius,American Robin,Aves
249658967,2024/10/23 7:01 PM,2024-10-23,2024-10-24 02:01:00 +0000,Megaceryle alcyon,Belted Kingfisher,Aves
249658968,2024/10/23 7:06 PM,2024-10-23,2024-10-24 02:06:00 +0000,Anas platyrhynchos,Mallard,Aves
249658969,2024/10/23 7:06 PM,2024-10-23,2024-10-24 02:06:00 +0000,Anas crecca,Green-winged Teal,Aves
249689393,2024/08/25 1:41 PM,2024-08-25,2024-08-25 20:41:00 +0000,Perisoreus canadensis,Canada Jay,Aves
249708312,2024/08/25 2:12 PM,2024-08-25,2024-08-25 21:12:00 +0000,Aix sponsa,Wood Duck,Aves
250316600,2024-09-18 16:42:21-07:00,2024-09-18,2024-09-18 23:42:21 +0000,Junco hyemalis,Dark-eyed Junco,Aves
250811432,2024-10-12 14:24:22-07:00,2024-10-12,2024-10-12 21:24:22 +0000,Dendragapus fuliginosus,Sooty Grouse,Aves
251099694,2024-11-07 15:00:54,2024-11-07,2024-11-07 23:00:54 +0000,Cyanocitta stelleri,Steller's Jay,Aves
251150600,2024-09-11 11:43:41-07:00,2024-09-11,2024-09-11 18:43:41 +0000,Corvus brachyrhynchos,American Crow,Aves
251375637,2024/07/16 08:26,2024-07-16,2024-07-16 15:26:00 +0000,Selasphorus rufus,Rufous Hummingbird,Aves
251375638,2024/07/16 08:38,2024-07-16,2024-07-16 15:38:00 +0000,Megaceryle alcyon,Belted Kingfisher,Aves
251375640,2024/07/16 08:42,2024-07-16,2024-07-16 15:42:00 +0000,Piranga ludoviciana,Western Tanager,Aves
251375643,2024/07/16 08:30,2024-07-16,2024-07-16 15:30:00 +0000,Patagioenas fasciata,Band-tailed Pigeon,Aves
251420190,2024/07/16 11:39,2024-07-16,2024-07-16 18:39:00 +0000,Melospiza melodia,Song Sparrow,Aves
251420192,2024/07/16 11:48,2024-07-16,2024-07-16 18:48:00 +0000,Turdus migratorius,American Robin,Aves
251421014,2024/07/16 12:37,2024-07-16,2024-07-16 19:37:00 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
251421015,2024/07/16 12:37,2024-07-16,2024-07-16 19:37:00 +0000,Pandion haliaetus,Osprey,Aves
251421016,2024/07/16 12:38,2024-07-16,2024-07-16 19:38:00 +0000,Turdus migratorius,American Robin,Aves
251421017,2024/07/16 12:52,2024-07-16,2024-07-16 19:52:00 +0000,Melospiza melodia,Song Sparrow,Aves
251421019,2024/07/16 15:12,2024-07-16,2024-07-16 22:12:00 +0000,Poecile rufescens,Chestnut-backed Chickadee,Aves
251421595,2024/07/16 15:28,2024-07-16,2024-07-16 22:28:00 +0000,Cardellina pusilla,Wilson's Warbler,Aves
251421596,2024/07/16 15:30,2024-07-16,2024-07-16 22:30:00 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
251841496,2024-11-14 15:40:53,2024-11-14,2024-11-14 23:40:53 +0000,Arenaria melanocephala,Black Turnstone,Aves
252029213,2024-11-16 11:43:58-08:00,2024-11-16,2024-11-16 19:43:58 +0000,Ixoreus naevius,Varied Thrush,Aves
252167390,2024-11-15 11:49:50-08:00,2024-11-15,2024-11-15 19:49:50 +0000,Strix varia,Barred Owl,Aves
252224581,2024-11-18 15:15:57,2024-11-18,2024-11-18 23:15:57 +0000,Troglodytes pacificus,Pacific Wren,Aves
252301878,2024-10-23 17:04:35,2024-10-23,2024-10-24 00:04:35 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
252671298,2024-11-15 12:21:26,2024-11-15,2024-11-15 20:21:26 +0000,Cinclus mexicanus,American Dipper,Aves
253239875,2024-11-25 14:57:14,2024-11-25,2024-11-25 22:57:14 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
253329524,2024-11-27 13:26:53-08:00,2024-11-27,2024-11-27 21:26:53 +0000,Dryocopus pileatus,Pileated Woodpecker,Aves
253341880,2024-11-27 13:27:01-08:00,2024-11-27,2024-11-27 21:27:01 +0000,Dryocopus pileatus,Pileated Woodpecker,Aves
253560869,2024-11-28 14:11:14-08:00,2024-11-28,2024-11-28 22:11:14 +0000,Troglodytes pacificus,Pacific Wren,Aves
253722874,2024-11-30 13:34:22,2024-11-30,2024-11-30 21:34:22 +0000,Dryobates villosus,Hairy Woodpecker,Aves
253723067,2024-11-30 10:29:40,2024-11-30,2024-11-30 18:29:40 +0000,Dryobates villosus,Hairy Woodpecker,Aves
253723214,2024-11-30 09:33:38,2024-11-30,2024-11-30 17:33:38 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
253723487,2024-11-30 11:35:13,2024-11-30,2024-11-30 19:35:13 +0000,Cyanocitta stelleri,Steller's Jay,Aves
254010499,2024/11/30 9:34 PM,2024-11-30,2024-12-01 05:34:00 +0000,Gallinago delicata,Wilson's Snipe,Aves
254039686,2024-12-02 15:20:31,2024-12-02,2024-12-02 23:20:31 +0000,Haematopus bachmani,Black Oystercatcher,Aves
254039863,2024-12-03 10:09:34,2024-12-03,2024-12-03 18:09:34 +0000,Melanitta deglandi,White-winged Scoter,Aves
254183039,2024-11-30 10:29:39,2024-11-30,2024-11-30 18:29:39 +0000,Dryobates villosus,Hairy Woodpecker,Aves
254183053,2024-11-30 09:33:38,2024-11-30,2024-11-30 17:33:38 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
254293332,2024-07-16 18:29:27,2024-07-16,2024-07-17 01:29:27 +0000,Megaceryle alcyon,Belted Kingfisher,Aves
254632003,2024-12-09 07:56:16-08:00,2024-12-09,2024-12-09 15:56:16 +0000,Cyanocitta stelleri,Steller's Jay,Aves
254781523,2010/05/21 1:29 PM,2010-05-21,2010-05-21 20:29:00 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
254781949,2010/05/21 3:37 PM,2010-05-21,2010-05-21 22:37:00 +0000,Haliaeetus leucocephalus,Bald Eagle,Aves
254959914,2016/08/04 3:01 PM,2016-08-04,2016-08-04 22:01:00 +0000,Perisoreus canadensis,Canada Jay,Aves
