id,observed_on_string,observed_on,scientific_name,common_name,observed_in
206184388,2024-04-08 19:19:58-07:00,2024-04-08,Daucus pusillus,American wild carrot,Yosemite National Park
206184732,2024-04-08 19:21:59-07:00,2024-04-08,Corethrogyne filaginifolia,California Aster,Yosemite National Park
206185572,2024-04-08 19:29:29-07:00,2024-04-08,Cotula coronopifolia,Brass Buttons,Yosemite National Park
206489816,2024-04-10 14:31:36-07:00,2024-04-10,Dudleya caespitosa,Coast Dudleya,Yosemite National Park
206490099,2024-04-10 14:34:19-07:00,2024-04-10,Camissoniopsis cheiranthifolia,beach suncup,Yosemite National Park
206490169,2024-04-10 14:35:02-07:00,2024-04-10,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206490460,2024-04-10 14:32:47-07:00,2024-04-10,Camissoniopsis cheiranthifolia,beach suncup,Yosemite National Park
206490504,2024-04-10 14:37:15-07:00,2024-04-10,Ericameria ericoides,California Goldenbush,Yosemite National Park
206490571,2024-04-10 14:37:50-07:00,2024-04-10,Dudleya caespitosa,Coast Dudleya,Yosemite National Park
206490614,2024-04-10 14:34:59-07:00,2024-04-10,Ericameria ericoides,California Goldenbush,Yosemite National Park
206490639,2024-04-10 14:38:16-07:00,2024-04-10,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206490782,2024-04-10 14:38:14,2024-04-10,Eriogonum latifolium,Seaside Buckwheat,Yosemite National Park
206490838,2024-04-10 14:37:59,2024-04-10,Dudleya caespitosa,Coast Dudleya,Yosemite National Park
206491202,2024-04-10 14:40:53-07:00,2024-04-10,Acmispon glaber,deerweed,Yosemite National Park
206491259,2024-04-10 14:41:18-07:00,2024-04-10,Claytonia perfoliata,miner's lettuce,Yosemite National Park
206491395,2024-04-10 14:41:08,2024-04-10,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206491837,2024-04-10 14:44:40-07:00,2024-04-10,Erodium cicutarium,Redstem Stork's-bill,Yosemite National Park
206491838,2024-04-10 14:44:29,2024-04-10,Erodium cicutarium,Redstem Stork's-bill,Yosemite National Park
206492058,2024-04-10 14:45:51-07:00,2024-04-10,Ericameria ericoides,California Goldenbush,Yosemite National Park
206492170,2024-04-10 14:45:08-07:00,2024-04-10,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206492189,2024-04-10 14:47:05,2024-04-10,Cardionema ramosissima,Sandcarpet,Yosemite National Park
206492216,2024-04-10 14:47:08,2024-04-10,Ericameria ericoides,California Goldenbush,Yosemite National Park
206492258,2024-04-10 14:47:43-07:00,2024-04-10,Artemisia californica,California sagebrush,Yosemite National Park
206492391,2024-04-10 14:48:14-07:00,2024-04-10,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206492752,2024-04-10 14:50:32-07:00,2024-04-10,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206492766,2024-04-10 14:35:35-07:00,2024-04-10,Eriogonum latifolium,Seaside Buckwheat,Yosemite National Park
206492835,2024-04-10 14:51:21-07:00,2024-04-10,Pterostegia drymarioides,Fairy Mist,Yosemite National Park
206492872,2024-04-10 14:38:29-07:00,2024-04-10,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206492991,2024-04-10 14:52:08-07:00,2024-04-10,Sonchus asper,prickly sowthistle,Yosemite National Park
206493093,2024-04-10 14:53:07,2024-04-10,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206493106,2024-04-10 14:53:33-07:00,2024-04-10,Acmispon glaber,deerweed,Yosemite National Park
206493178,2024-04-10 14:50:15-07:00,2024-04-10,Pterostegia drymarioides,Fairy Mist,Yosemite National Park
206493202,2024-04-10 14:52:05-07:00,2024-04-10,Dudleya caespitosa,Coast Dudleya,Yosemite National Park
206493559,2024-04-10 14:53:07-07:00,2024-04-10,Pseudognaphalium stramineum,cottonbatting plant,Yosemite National Park
206493569,2024-04-10 14:56:09,2024-04-10,Acmispon glaber,deerweed,Yosemite National Park
206493592,2024-04-10 14:54:53-07:00,2024-04-10,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206493752,2024-04-10 14:56:38-07:00,2024-04-10,Pterostegia drymarioides,Fairy Mist,Yosemite National Park
206493788,2024-04-10 14:57:20-07:00,2024-04-10,Senecio vulgaris,common groundsel,Yosemite National Park
206493830,2024-04-10 14:56:40-07:00,2024-04-10,Pterostegia drymarioides,Fairy Mist,Yosemite National Park
206493843,2024-04-10 14:57:36,2024-04-10,Pterostegia drymarioides,Fairy Mist,Yosemite National Park
206493870,2024-04-10 14:58:10-07:00,2024-04-10,Dudleya caespitosa,Coast Dudleya,Yosemite National Park
206493935,2024-04-10 14:58:30-07:00,2024-04-10,Dudleya caespitosa,Coast Dudleya,Yosemite National Park
206494169,2024-04-10 14:59:57-07:00,2024-04-10,Claytonia perfoliata,miner's lettuce,Yosemite National Park
206494222,2024-04-10 14:58:12-07:00,2024-04-10,Pterostegia drymarioides,Fairy Mist,Yosemite National Park
206494266,2024-04-10 14:53:45-07:00,2024-04-10,Hesperocnide tenella,Western nettle,Yosemite National Park
206494571,2024-04-10 14:57:36-07:00,2024-04-10,Senecio vulgaris,common groundsel,Yosemite National Park
206494576,2024-04-10 14:41:00-07:00,2024-04-10,Eriogonum latifolium,Seaside Buckwheat,Yosemite National Park
206494581,2024-04-10 15:02:25-07:00,2024-04-10,Pterostegia drymarioides,Fairy Mist,Yosemite National Park
206494607,2024-04-10 15:02:39-07:00,2024-04-10,Acmispon glaber,deerweed,Yosemite National Park
206494725,2024-04-10 15:02:41-07:00,2024-04-10,Camissoniopsis cheiranthifolia,beach suncup,Yosemite National Park
206494883,2024-04-10 15:04:40,2024-04-10,Senecio vulgaris,common groundsel,Yosemite National Park
206494897,2024-04-10 15:04:38-07:00,2024-04-10,Claytonia perfoliata,miner's lettuce,Yosemite National Park
206495450,2024-04-10 15:07:32,2024-04-10,Chorizanthe pungens,Monterey spineflower,Yosemite National Park
206495530,2024-04-10 15:08:31-07:00,2024-04-10,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206495801,2024-04-10 15:10:05-07:00,2024-04-10,Pterostegia drymarioides,Fairy Mist,Yosemite National Park
206495815,2024-04-10 15:10:48-07:00,2024-04-10,Acmispon strigosus,strigose lotus,Yosemite National Park
206495827,2024-04-10 15:10:52-07:00,2024-04-10,Acmispon strigosus,strigose lotus,Yosemite National Park
206495902,2024-04-10 15:11:15,2024-04-10,Acmispon strigosus,strigose lotus,Yosemite National Park
206496033,2024-04-10 15:12:49-07:00,2024-04-10,Crassula connata,sand pygmyweed,Yosemite National Park
206496091,2024-04-10 15:13:08-07:00,2024-04-10,Crassula connata,sand pygmyweed,Yosemite National Park
206496180,2024-04-10 15:13:58-07:00,2024-04-10,Crassula connata,sand pygmyweed,Yosemite National Park
206496341,2024-04-10 15:02:36-07:00,2024-04-10,Camissoniopsis cheiranthifolia,beach suncup,Yosemite National Park
206496373,2024-04-10 15:10:56-07:00,2024-04-10,Acmispon strigosus,strigose lotus,Yosemite National Park
206496479,2024-04-10 15:16:40-07:00,2024-04-10,Poa douglasii,sanddune bluegrass,Yosemite National Park
206496544,2024-04-10 15:17:30-07:00,2024-04-10,Poa douglasii,sanddune bluegrass,Yosemite National Park
206496553,2024-04-10 14:59:37-07:00,2024-04-10,Chorizanthe pungens,Monterey spineflower,Yosemite National Park
206496557,2024-04-10 15:17:07,2024-04-10,Poa douglasii,sanddune bluegrass,Yosemite National Park
206496584,2024-04-10 15:16:38-07:00,2024-04-10,Poa douglasii,sanddune bluegrass,Yosemite National Park
206496586,2024-04-10 15:17:18,2024-04-10,Acmispon strigosus,strigose lotus,Yosemite National Park
206496587,2024-04-10 15:17:22-07:00,2024-04-10,Daucus pusillus,American wild carrot,Yosemite National Park
206497286,2024-04-10 15:20:08,2024-04-10,Daucus pusillus,American wild carrot,Yosemite National Park
206497403,2024-04-10 15:22:18-07:00,2024-04-10,Daucus pusillus,American wild carrot,Yosemite National Park
206497504,2024-04-10 15:23:04,2024-04-10,Polygonum paronychia,beach knotweed,Yosemite National Park
206497559,2024-04-10 15:17:16,2024-04-10,Acmispon strigosus,strigose lotus,Yosemite National Park
206497701,2024-04-10 15:23:57-07:00,2024-04-10,Polygonum paronychia,beach knotweed,Yosemite National Park
206497720,2024-04-10 15:24:33-07:00,2024-04-10,Polygonum paronychia,beach knotweed,Yosemite National Park
206497732,2024-04-10 15:23:33-07:00,2024-04-10,Daucus pusillus,American wild carrot,Yosemite National Park
206497795,2024-04-10 15:23:37,2024-04-10,Daucus pusillus,American wild carrot,Yosemite National Park
206497832,2024-04-10 15:25:19,2024-04-10,Eschscholzia californica,California poppy,Yosemite National Park
206497975,2024-04-10 15:25:16-07:00,2024-04-10,Eschscholzia californica,California poppy,Yosemite National Park
206498131,2024-04-10 15:24:11-07:00,2024-04-10,Polygonum paronychia,beach knotweed,Yosemite National Park
206498139,2024-04-10 15:22:41-07:00,2024-04-10,Polygonum paronychia,beach knotweed,Yosemite National Park
206498194,2024-04-10 15:27:53-07:00,2024-04-10,Armeria maritima,Sea Thrift,Yosemite National Park
206498233,2024-04-10 15:27:09,2024-04-10,Corethrogyne filaginifolia,California Aster,Yosemite National Park
206498259,2024-04-10 15:26:00-07:00,2024-04-10,Corethrogyne filaginifolia,California Aster,Yosemite National Park
206498336,2024-04-10 15:27:52-07:00,2024-04-10,Armeria maritima,Sea Thrift,Yosemite National Park
206498379,2024-04-10 15:28:35,2024-04-10,Armeria maritima,Sea Thrift,Yosemite National Park
206498419,2024-04-10 15:29:14,2024-04-10,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206498524,2024-04-10 15:26:51-07:00,2024-04-10,Carpobrotus edulis,sea fig,Yosemite National Park
206498543,2024-04-10 15:24:52-07:00,2024-04-10,Polygonum paronychia,beach knotweed,Yosemite National Park
206498544,2024-04-10 15:27:52-07:00,2024-04-10,Corethrogyne filaginifolia,California Aster,Yosemite National Park
206498546,2024-04-10 15:29:18-07:00,2024-04-10,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206498592,2024-04-10 15:30:52-07:00,2024-04-10,Armeria maritima,Sea Thrift,Yosemite National Park
206498701,2024-04-10 15:30:50-07:00,2024-04-10,Armeria maritima,Sea Thrift,Yosemite National Park
206498815,2024-04-10 15:31:10-07:00,2024-04-10,Crassula connata,sand pygmyweed,Yosemite National Park
206499298,2024-04-10 15:35:39-07:00,2024-04-10,Sonchus asper,prickly sowthistle,Yosemite National Park
206499312,2024-04-10 15:28:28,2024-04-10,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206499332,2024-04-10 15:35:55-07:00,2024-04-10,Poa douglasii,sanddune bluegrass,Yosemite National Park
206499349,2024-04-10 15:36:16,2024-04-10,Poa douglasii,sanddune bluegrass,Yosemite National Park
206499678,2024-04-10 15:39:04-07:00,2024-04-10,Corethrogyne filaginifolia,California Aster,Yosemite National Park
206500657,2024-04-10 15:45:45,2024-04-10,Armeria maritima,Sea Thrift,Yosemite National Park
206500761,2024-04-10 15:44:43-07:00,2024-04-10,Armeria maritima,Sea Thrift,Yosemite National Park
206500776,2024-04-10 15:47:06,2024-04-10,Armeria maritima,Sea Thrift,Yosemite National Park
206501014,2024-04-10 15:47:33-07:00,2024-04-10,Poa douglasii,sanddune bluegrass,Yosemite National Park
206501570,2024-04-10 15:52:14-07:00,2024-04-10,Acmispon heermannii,Heermann's Lotus,Yosemite National Park
206501594,2024-04-10 15:52:24-07:00,2024-04-10,Acmispon heermannii,Heermann's Lotus,Yosemite National Park
206502623,2024-04-10 15:59:37,2024-04-10,Achillea millefolium,common yarrow,Yosemite National Park
206502859,2024-04-10 16:01:38-07:00,2024-04-10,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206505337,2024-04-10 16:08:10-07:00,2024-04-10,Lupinus arboreus,coastal bush lupine,Yosemite National Park
206505381,2024-04-10 16:19:10-07:00,2024-04-10,Plantago erecta,dot-seed plantain,Yosemite National Park
206505640,2024-04-10 16:20:34-07:00,2024-04-10,Plantago erecta,dot-seed plantain,Yosemite National Park
206515248,2024-04-10 14:50:01-07:00,2024-04-10,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206517890,2024-04-10 14:40:15,2024-04-10,Claytonia perfoliata,miner's lettuce,Yosemite National Park
206638347,2024-04-11 09:41:31-07:00,2024-04-11,Claytonia perfoliata,miner's lettuce,Yosemite National Park
206638407,2024-04-11 09:40:30-07:00,2024-04-11,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206638846,2024-04-11 09:44:24-07:00,2024-04-11,Dudleya caespitosa,Coast Dudleya,Yosemite National Park
206639757,2024-04-11 09:46:16-07:00,2024-04-11,Ericameria ericoides,California Goldenbush,Yosemite National Park
206640670,2024-04-11 09:55:52-07:00,2024-04-11,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206640940,2024-04-11 09:57:47-07:00,2024-04-11,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206641039,2024-04-11 09:58:41-07:00,2024-04-11,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206642026,2024-04-11 10:04:05-07:00,2024-04-11,Dudleya caespitosa,Coast Dudleya,Yosemite National Park
206642328,2024-04-11 10:05:40-07:00,2024-04-11,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206642818,2024-04-11 10:07:30-07:00,2024-04-11,Blitum californicum,California Goosefoot,Yosemite National Park
206643068,2024-04-11 10:09:33-07:00,2024-04-11,Ericameria ericoides,California Goldenbush,Yosemite National Park
206643362,2024-04-11 10:11:56-07:00,2024-04-11,Dudleya caespitosa,Coast Dudleya,Yosemite National Park
206643807,2024-04-11 10:15:04-07:00,2024-04-11,Baccharis pilularis,coyote brush,Yosemite National Park
206643958,2024-04-11 10:15:56-07:00,2024-04-11,Hirschfeldia incana,Shortpod Mustard,Yosemite National Park
206644059,2024-04-11 10:16:57-07:00,2024-04-11,Pterostegia drymarioides,Fairy Mist,Yosemite National Park
206644109,2024-04-11 10:14:39-07:00,2024-04-11,Baccharis pilularis,coyote brush,Yosemite National Park
206644479,2024-04-11 10:06:21-07:00,2024-04-11,Blitum californicum,California Goosefoot,Yosemite National Park
206644537,2024-04-11 10:19:26-07:00,2024-04-11,Pterostegia drymarioides,Fairy Mist,Yosemite National Park
206645080,2024-04-11 10:23:27-07:00,2024-04-11,Camissoniopsis cheiranthifolia,beach suncup,Yosemite National Park
206645151,2024-04-11 10:24:07-07:00,2024-04-11,Pterostegia drymarioides,Fairy Mist,Yosemite National Park
206645801,2024-04-11 10:22:08-07:00,2024-04-11,Erodium cicutarium,Redstem Stork's-bill,Yosemite National Park
206645803,2024-04-11 10:28:55-07:00,2024-04-11,Eriogonum latifolium,Seaside Buckwheat,Yosemite National Park
206646263,2024-04-11 10:31:37-07:00,2024-04-11,Camissoniopsis cheiranthifolia,beach suncup,Yosemite National Park
206646752,2024-04-11 10:36:05-07:00,2024-04-11,Daucus pusillus,American wild carrot,Yosemite National Park
206646815,2024-04-11 10:35:58-07:00,2024-04-11,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206647024,2024-04-11 10:37:37-07:00,2024-04-11,Eriogonum latifolium,Seaside Buckwheat,Yosemite National Park
206647241,2024-04-11 10:39:07-07:00,2024-04-11,Corethrogyne filaginifolia,California Aster,Yosemite National Park
206647529,2024-04-11 10:41:27-07:00,2024-04-11,Claytonia perfoliata,miner's lettuce,Yosemite National Park
206647785,2024-04-11 10:43:08-07:00,2024-04-11,Corethrogyne filaginifolia,California Aster,Yosemite National Park
206647827,2024-04-11 10:43:39-07:00,2024-04-11,Claytonia perfoliata,miner's lettuce,Yosemite National Park
206649459,2024-04-11 10:54:01-07:00,2024-04-11,Corethrogyne filaginifolia,California Aster,Yosemite National Park
206649509,2024-04-11 10:54:22-07:00,2024-04-11,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206649639,2024-04-11 10:54:30-07:00,2024-04-11,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206649773,2024-04-11 10:56:18-07:00,2024-04-11,Poa douglasii,sanddune bluegrass,Yosemite National Park
206649870,2024-04-11 10:56:40-07:00,2024-04-11,Poa douglasii,sanddune bluegrass,Yosemite National Park
206650123,2024-04-11 10:58:04-07:00,2024-04-11,Poa douglasii,sanddune bluegrass,Yosemite National Park
206650176,2024-04-11 10:58:56-07:00,2024-04-11,Poa douglasii,sanddune bluegrass,Yosemite National Park
206651056,2024-04-11 11:05:10-07:00,2024-04-11,Eschscholzia californica,California poppy,Yosemite National Park
206654005,2024-04-11 10:16:23-07:00,2024-04-11,Pterostegia drymarioides,Fairy Mist,Yosemite National Park
206654341,2024-04-11 10:42:48-07:00,2024-04-11,Corethrogyne filaginifolia,California Aster,Yosemite National Park
206661449,2024-04-11 09:57:19-07:00,2024-04-11,Pseudognaphalium stramineum,cottonbatting plant,Yosemite National Park
206661534,2024-04-10 14:52:34-07:00,2024-04-10,Dudleya caespitosa,Coast Dudleya,Yosemite National Park
206661635,2024-04-10 14:54:40-07:00,2024-04-10,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206661767,2024-04-10 14:57:29-07:00,2024-04-10,Pterostegia drymarioides,Fairy Mist,Yosemite National Park
206661833,2024-04-10 15:00:12-07:00,2024-04-10,Chorizanthe pungens,Monterey spineflower,Yosemite National Park
206661952,2024-04-10 15:02:19-07:00,2024-04-10,Camissoniopsis cheiranthifolia,beach suncup,Yosemite National Park
206662107,2024-04-10 15:05:31-07:00,2024-04-10,Amsinckia spectabilis,woolly breeches,Yosemite National Park
206662184,2024-04-10 15:07:20-07:00,2024-04-10,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206662250,2024-04-10 15:11:19-07:00,2024-04-10,Acmispon strigosus,strigose lotus,Yosemite National Park
206662360,2024-04-10 15:17:25-07:00,2024-04-10,Poa douglasii,sanddune bluegrass,Yosemite National Park
206669027,2024-04-11 10:36:02-07:00,2024-04-11,Ericameria ericoides,California Goldenbush,Yosemite National Park
206669215,2024-04-11 10:32:02-07:00,2024-04-11,Daucus pusillus,American wild carrot,Yosemite National Park
206669303,2024-04-11 10:29:13-07:00,2024-04-11,Dudleya caespitosa,Coast Dudleya,Yosemite National Park
206669331,2024-04-11 10:27:42-07:00,2024-04-11,Acmispon glaber,deerweed,Yosemite National Park
206669418,2024-04-11 10:24:37-07:00,2024-04-11,Crassula connata,sand pygmyweed,Yosemite National Park
206669457,2024-04-11 09:48:36-07:00,2024-04-11,Claytonia perfoliata,miner's lettuce,Yosemite National Park
206669501,2024-04-11 10:15:44-07:00,2024-04-11,Camissoniopsis cheiranthifolia,beach suncup,Yosemite National Park
206669535,2024-04-11 10:14:00-07:00,2024-04-11,Astragalus nuttallii,Nuttall's Milkvetch,Yosemite National Park
206669668,2024-04-11 10:11:44-07:00,2024-04-11,Ericameria ericoides,California Goldenbush,Yosemite National Park
206669718,2024-04-11 10:11:28-07:00,2024-04-11,Pseudognaphalium stramineum,cottonbatting plant,Yosemite National Park
206669819,2024-04-11 10:02:31-07:00,2024-04-11,Lupinus chamissonis,Chamisso Bush Lupine,Yosemite National Park
206669832,2024-04-11 10:01:24-07:00,2024-04-11,Hesperocnide tenella,Western nettle,Yosemite National Park
206669915,2024-04-11 09:57:24-07:00,2024-04-11,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206670277,2024-04-11 09:40:48-07:00,2024-04-11,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206670376,2024-04-11 09:40:32-07:00,2024-04-11,Claytonia perfoliata,miner's lettuce,Yosemite National Park
206670507,2024-04-11 09:39:47-07:00,2024-04-11,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206671144,2024-04-11 13:12:56-07:00,2024-04-11,Solanum umbelliferum,bluewitch nightshade,Yosemite National Park
206671395,2024-04-11 09:48:02-07:00,2024-04-11,Eschscholzia californica,California poppy,Yosemite National Park
206672063,2024-04-11 13:19:06-07:00,2024-04-11,Polygonum paronychia,beach knotweed,Yosemite National Park
206672518,2024-04-11 13:21:14-07:00,2024-04-11,Lupinus chamissonis,Chamisso Bush Lupine,Yosemite National Park
206673041,2024-04-11 13:25:03-07:00,2024-04-11,Phacelia ramosissima,branching phacelia,Yosemite National Park
206673426,2024-04-11 13:27:42-07:00,2024-04-11,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206675231,2024-04-11 13:40:25,2024-04-11,Phacelia ramosissima,branching phacelia,Yosemite National Park
206675864,2024-04-11 13:45:11-07:00,2024-04-11,Achillea millefolium,common yarrow,Yosemite National Park
206676355,2024-04-11 13:47:39,2024-04-11,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206677526,2024-04-11 13:54:18,2024-04-11,Astragalus nuttallii,Nuttall's Milkvetch,Yosemite National Park
206679126,2024-04-11 14:05:50-07:00,2024-04-11,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206680442,2024-04-11 14:11:47-07:00,2024-04-11,Poa douglasii,sanddune bluegrass,Yosemite National Park
206682881,2024-04-11 12:28:55-07:00,2024-04-11,Hypochaeris glabra,Smooth Cat's Ear,Yosemite National Park
206685820,2024-04-11 13:00:15-07:00,2024-04-11,Soliva sessilis,common soliva,Yosemite National Park
206689045,2024-04-11 13:05:34-07:00,2024-04-11,Lobularia maritima,sweet alyssum,Yosemite National Park
206689311,2024-04-11 13:12:31-07:00,2024-04-11,Solanum umbelliferum,bluewitch nightshade,Yosemite National Park
206689393,2024-04-11 13:20:17-07:00,2024-04-11,Polygonum paronychia,beach knotweed,Yosemite National Park
206690009,2024-04-11 13:46:10-07:00,2024-04-11,Daucus pusillus,American wild carrot,Yosemite National Park
206690092,2024-04-11 14:12:57-07:00,2024-04-11,Poa douglasii,sanddune bluegrass,Yosemite National Park
206692220,2024-04-11 15:27:53-07:00,2024-04-11,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206693057,2024-04-11 15:42:35-07:00,2024-04-11,Eriogonum latifolium,Seaside Buckwheat,Yosemite National Park
206693102,2024-04-11 15:32:03-07:00,2024-04-11,Eschscholzia californica,California poppy,Yosemite National Park
206693176,2024-04-11 15:43:40-07:00,2024-04-11,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206693278,2024-04-11 15:44:31-07:00,2024-04-11,Acmispon glaber,deerweed,Yosemite National Park
206693299,2024-04-11 15:44:23-07:00,2024-04-11,Ericameria ericoides,California Goldenbush,Yosemite National Park
206693334,2024-04-11 15:44:51-07:00,2024-04-11,Bromus rubens,Red Brome,Yosemite National Park
206693357,2024-04-11 15:43:46-07:00,2024-04-11,Ericameria ericoides,California Goldenbush,Yosemite National Park
206693405,2024-04-11 15:45:43-07:00,2024-04-11,Eschscholzia californica,California poppy,Yosemite National Park
206693410,2024-04-11 15:43:56-07:00,2024-04-11,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206693559,2024-04-11 15:46:39-07:00,2024-04-11,Eriogonum latifolium,Seaside Buckwheat,Yosemite National Park
206693569,2024-04-11 15:39:24-07:00,2024-04-11,Eriogonum latifolium,Seaside Buckwheat,Yosemite National Park
206693591,2024-04-11 15:43:58-07:00,2024-04-11,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206693631,2024-04-11 15:46:32-07:00,2024-04-11,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206693636,2024-04-11 15:44:50-07:00,2024-04-11,Plantago erecta,dot-seed plantain,Yosemite National Park
206693954,2024-04-11 15:48:49-07:00,2024-04-11,Achillea millefolium,common yarrow,Yosemite National Park
206694030,2024-04-11 15:49:31-07:00,2024-04-11,Dudleya caespitosa,Coast Dudleya,Yosemite National Park
206694990,2024-04-11 15:56:29-07:00,2024-04-11,Baccharis pilularis,coyote brush,Yosemite National Park
206695116,2024-04-11 15:57:42-07:00,2024-04-11,Ericameria ericoides,California Goldenbush,Yosemite National Park
206695602,2024-04-11 16:01:21-07:00,2024-04-11,Pterostegia drymarioides,Fairy Mist,Yosemite National Park
206695618,2024-04-11 16:01:30-07:00,2024-04-11,Pterostegia drymarioides,Fairy Mist,Yosemite National Park
206695622,2024-04-11 16:01:13-07:00,2024-04-11,Claytonia perfoliata,miner's lettuce,Yosemite National Park
206695673,2024-04-11 16:02:23-07:00,2024-04-11,Artemisia californica,California sagebrush,Yosemite National Park
206695746,2024-04-11 16:02:27-07:00,2024-04-11,Pterostegia drymarioides,Fairy Mist,Yosemite National Park
206695764,2024-04-11 16:03:20-07:00,2024-04-11,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206695774,2024-04-11 13:48:47-07:00,2024-04-11,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206695808,2024-04-11 16:03:24-07:00,2024-04-11,Artemisia californica,California sagebrush,Yosemite National Park
206695835,2024-04-11 16:03:48-07:00,2024-04-11,Acmispon glaber,deerweed,Yosemite National Park
206695861,2024-04-11 16:04:21-07:00,2024-04-11,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206695877,2024-04-11 16:04:27-07:00,2024-04-11,Eriogonum latifolium,Seaside Buckwheat,Yosemite National Park
206695894,2024-04-11 16:04:39-07:00,2024-04-11,Acmispon glaber,deerweed,Yosemite National Park
206695946,2024-04-11 16:05:16-07:00,2024-04-11,Acmispon glaber,deerweed,Yosemite National Park
206695948,2024-04-11 16:05:18-07:00,2024-04-11,Achillea millefolium,common yarrow,Yosemite National Park
206695973,2024-04-11 16:05:12-07:00,2024-04-11,Pterostegia drymarioides,Fairy Mist,Yosemite National Park
206696018,2024-04-11 16:05:58-07:00,2024-04-11,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206696190,2024-04-11 16:07:30-07:00,2024-04-11,Dudleya caespitosa,Coast Dudleya,Yosemite National Park
206697423,2024-04-11 16:16:22-07:00,2024-04-11,Toxicodendron diversilobum,Pacific poison oak,Yosemite National Park
206697439,2024-04-11 16:16:29-07:00,2024-04-11,Toxicodendron diversilobum,Pacific poison oak,Yosemite National Park
206697442,2024-04-11 16:16:51-07:00,2024-04-11,Toxicodendron diversilobum,Pacific poison oak,Yosemite National Park
206697637,2024-04-11 16:17:02-07:00,2024-04-11,Toxicodendron diversilobum,Pacific poison oak,Yosemite National Park
206698763,2024-04-11 16:16:52-07:00,2024-04-11,Toxicodendron diversilobum,Pacific poison oak,Yosemite National Park
206699275,2024-04-11 16:06:35-07:00,2024-04-11,Artemisia pycnocephala,coastal sagewort,Yosemite National Park
206699389,2024-04-11 16:30:12-07:00,2024-04-11,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206699598,2024-04-11 16:31:18-07:00,2024-04-11,Castilleja latifolia,Monterey Indian Paintbrush,Yosemite National Park
206699664,2024-04-11 16:32:31-07:00,2024-04-11,Poa douglasii,sanddune bluegrass,Yosemite National Park
206699667,2024-04-11 16:05:12-07:00,2024-04-11,Acmispon glaber,deerweed,Yosemite National Park
206699868,2024-04-11 16:34:29-07:00,2024-04-11,Dudleya caespitosa,Coast Dudleya,Yosemite National Park
206700506,2024-04-11 16:39:57-07:00,2024-04-11,Claytonia perfoliata,miner's lettuce,Yosemite National Park
206700557,2024-04-11 16:32:37-07:00,2024-04-11,Poa douglasii,sanddune bluegrass,Yosemite National Park
206700582,2024-04-11 16:40:45-07:00,2024-04-11,Claytonia perfoliata,miner's lettuce,Yosemite National Park
206700924,2024-04-11 16:32:23-07:00,2024-04-11,Poa douglasii,sanddune bluegrass,Yosemite National Park
206701114,2024-04-11 16:46:03-07:00,2024-04-11,Plantago erecta,dot-seed plantain,Yosemite National Park
206701382,2024-04-11 16:48:10-07:00,2024-04-11,Acmispon strigosus,strigose lotus,Yosemite National Park
