id,observed_on_string,observed_on,user_login,scientific_name,common_name
200147864,2023-07-26 14:58:12-07:00,2023-07-26,tazgaryputin,Junco hyemalis,Dark-eyed Junco
200154176,2024-02-22 16:00:11-08:00,2024-02-22,bethpratt1,Corvus corax,Common Raven
200154192,2024-02-22 11:31:51-08:00,2024-02-22,bethpratt1,Corvus corax,Common Raven
200223916,2024-02-22 07:24:42-08:00,2024-02-22,editwench,Corvus corax,Common Raven
200371620,2018/06/25 17:07,2018-06-25,andrea_malossini,Euphagus cyanocephalus,Brewer's Blackbird
200414106,2023-09-05 11:46:46-07:00,2023-09-05,roiebh,Cyanocitta stelleri,Steller's Jay
200414150,2023-09-04 18:20:29-07:00,2023-09-04,roiebh,Cyanocitta stelleri,Steller's Jay
200449147,2024-02-25 14:24:30-08:00,2024-02-25,kputirka,Corvus corax,Common Raven
200484085,2024-02-24 13:32:52-08:00,2024-02-24,kyanocitta,Poecile gambeli,Mountain Chickadee
200663107,2020/07/11 9:27 PM,2020-07-11,diomedea_exulans_li,Leucosticte tephrocotis,Gray-crowned Rosy-Finch
201343533,2023-08-28 14:58:03-07:00,2023-08-28,kjamaleddine,Cyanocitta stelleri,Steller's Jay
201573602,2022/05/15 9:48 AM,2022-05-15,floydehayes,Cinclus mexicanus,American Dipper
201573603,2022/05/15 9:48 AM,2022-05-15,floydehayes,Cinclus mexicanus,American Dipper
201635285,2013/07/08 11:20 AM,2013-07-08,floydehayes,Cyanocitta stelleri,Steller's Jay
201635286,2013/07/08 1:31 PM,2013-07-08,floydehayes,Cyanocitta stelleri,Steller's Jay
201635287,2013/07/08 1:50 PM,2013-07-08,floydehayes,Cyanocitta stelleri,Steller's Jay
201635289,2004/07/31 8:58 AM,2004-07-31,floydehayes,Cyanocitta stelleri,Steller's Jay
201879026,2022/09/26 10:47 AM,2022-09-26,thesafarihiker,Turdus migratorius,American Robin
201879033,2022/09/26 11:50 AM,2022-09-26,thesafarihiker,Cyanocitta stelleri,Steller's Jay
201921892,2015/04/25 1:22 PM,2015-04-25,floydehayes,Euphagus cyanocephalus,Brewer's Blackbird
202006107,2015/04/25 3:07 PM,2015-04-25,floydehayes,Molothrus ater,Brown-headed Cowbird
202017372,2022/09/27 9:03 AM,2022-09-27,thesafarihiker,Melanerpes formicivorus,Acorn Woodpecker
202017379,2022/09/27 10:53 AM,2022-09-27,thesafarihiker,Melanerpes formicivorus,Acorn Woodpecker
202020356,2024-03-10 13:23:16-07:00,2024-03-10,tiddywinkle7,Cyanocitta stelleri,Steller's Jay
202020358,2024-03-10 13:25:51-07:00,2024-03-10,thehikingherper,Cyanocitta stelleri,Steller's Jay
202419946,2023/01/22 5:39 PM,2023-01-22,ani0075saha,Cyanocitta stelleri,Steller's Jay
202433152,2024-03-14 11:52:14-07:00,2024-03-14,calligasterconnoisseur,Corvus corax,Common Raven
202456073,2024-03-14 12:32:59-07:00,2024-03-14,calligasterconnoisseur,Corvus corax,Common Raven
202572051,2013/05/31 3:53 PM,2013-05-31,wim117,Cyanocitta stelleri,Steller's Jay
202572052,2013/05/31 6:04 PM,2013-05-31,wim117,Melanerpes formicivorus,Acorn Woodpecker
202576638,2024-03-09 15:15:00-08:00,2024-03-09,basilisk,Corvus corax,Common Raven
202695769,2022/09/30 1:22 PM,2022-09-30,thesafarihiker,Corvus corax,Common Raven
202746314,2024-03-12 12:03:22-07:00,2024-03-12,der2020,Dryocopus pileatus,Pileated Woodpecker
202746623,2024-03-12 11:59:10-07:00,2024-03-12,der2020,Dryobates albolarvatus,White-headed Woodpecker
202922256,2023/05/23 6:27 PM,2023-05-23,chchchchia,Piranga ludoviciana,Western Tanager
203026290,2024-03-18 14:38:44-07:00,2024-03-18,yenkhaichan,Cyanocitta stelleri,Steller's Jay
203026683,2024-03-18 14:44:51-07:00,2024-03-18,yenkhaichan,Turdus migratorius,American Robin
203053956,2023-07-26 09:26:16-07:00,2023-07-26,haleyrams,Empidonax oberholseri,Dusky Flycatcher
203098509,2024-03-19 01:03:59,2024-03-19,richard_1,Cyanocitta stelleri,Steller's Jay
203132195,2024-03-19 11:19:07,2024-03-19,vickyguo,Euphagus cyanocephalus,Brewer's Blackbird
203149555,2024-03-19 13:40:19,2024-03-19,vickyguo,Corvus corax,Common Raven
203194411,2024-03-19 20:50:49,2024-03-19,richard_1,Turdus migratorius,American Robin
203228377,2024-03-20 01:39:41,2024-03-20,richard_1,Turdus migratorius,American Robin
203228921,2024-03-19 23:02:28,2024-03-19,richard_1,Corvus corax,Common Raven
203229169,2024-03-20,2024-03-20,richard_1,Cyanocitta stelleri,Steller's Jay
203285790,2024-03-20 15:28:43,2024-03-20,vickyguo,Cyanocitta stelleri,Steller's Jay
203294997,2024-03-20 16:50:06,2024-03-20,vickyguo,Turdus migratorius,American Robin
203384801,2020-01-25 13:02:00-08:00,2020-01-25,diomedea_exulans_li,Aeronautes saxatalis,White-throated Swift
203433210,Thu Mar 21 2024 13:11:17 GMT-0700 (PDT),2024-03-21,kristin_dotterrer,Corvus corax,Common Raven
203433319,2024-03-21 16:59:24-07:00,2024-03-21,masongruber,Cathartes aura,Turkey Vulture
203433328,Thu Mar 21 2024 14:30:40 GMT-0700 (PDT),2024-03-21,kristin_dotterrer,Corvus corax,Common Raven
203433342,2024-03-21 16:38:43-07:00,2024-03-21,masongruber,Dryobates albolarvatus,White-headed Woodpecker
203433388,2024-03-21 16:33:51-07:00,2024-03-21,masongruber,Euphagus cyanocephalus,Brewer's Blackbird
203433401,2024-03-21 16:35:10-07:00,2024-03-21,masongruber,Agelaius phoeniceus,Red-winged Blackbird
203433551,Thu Mar 21 2024 13:47:34 GMT-0700 (PDT),2024-03-21,kristin_dotterrer,Corvus corax,Common Raven
203433776,Thu Mar 21 2024 13:21:33 GMT-0700 (PDT),2024-03-21,kristin_dotterrer,Turdus migratorius,American Robin
203572216,2009/08/01 3:11 PM,2009-08-01,lizzywenk,Mergus merganser,Common Merganser
203630168,2024-03-23 10:07:18-07:00,2024-03-23,bethpratt1,Corthylio calendula,Ruby-crowned Kinglet
203678611,2024-03-23 14:18:08,2024-03-23,lucascrawford,Corvus corax,Common Raven
203846020,2024-03-23 13:37:42-07:00,2024-03-23,schultzcrew,Dryocopus pileatus,Pileated Woodpecker
203887685,2024-03-24 07:29:55,2024-03-24,ellywedge,Corvus corax,Common Raven
203887789,2024-03-24 07:43:25,2024-03-24,ellywedge,Turdus migratorius,American Robin
203887930,2024-03-24 08:11:18,2024-03-24,ellywedge,Euphagus cyanocephalus,Brewer's Blackbird
203888076,2024-03-24 08:11:27,2024-03-24,ellywedge,Euphagus cyanocephalus,Brewer's Blackbird
203921045,2024-03-25 11:56:27-07:00,2024-03-25,sprochter,Euphagus cyanocephalus,Brewer's Blackbird
204035920,2024-03-25 17:07:48-07:00,2024-03-25,sprochter,Corvus corax,Common Raven
204047113,2023-06-11 19:17:28,2023-06-11,nixjdm,Pheucticus melanocephalus,Black-headed Grosbeak
204092185,2024-03-25 13:48:16,2024-03-25,ecp26,Turdus migratorius,American Robin
204191125,2024-03-20 15:23:59-07:00,2024-03-20,xiaomilu,Corvus corax,Common Raven
204191543,2024-03-19 11:19:14-07:00,2024-03-19,may1234084,Euphagus cyanocephalus,Brewer's Blackbird
204223485,Wed Mar 27 2024 17:46:49 GMT -0700 (GMT-7),2024-03-27,sydneyberkeley,Cyanocitta stelleri,Steller's Jay
204224242,2024-03-25 13:18:11-07:00,2024-03-25,taylorgoesoutside,Dryobates albolarvatus,White-headed Woodpecker
204272386,2024/03/24 12:23 PM,2024-03-24,dpoznik,Spinus pinus,Pine Siskin
204272387,2024/03/24 12:23 PM,2024-03-24,dpoznik,Spinus pinus,Pine Siskin
204272388,2024/03/24 12:23 PM,2024-03-24,dpoznik,Spinus pinus,Pine Siskin
204272392,2024/03/24 12:25 PM,2024-03-24,dpoznik,Spinus pinus,Pine Siskin
204272394,2024/03/24 12:26 PM,2024-03-24,dpoznik,Spinus pinus,Pine Siskin
204272398,2024/03/24 5:42 PM,2024-03-24,dpoznik,Euphagus cyanocephalus,Brewer's Blackbird
204272399,2024/03/24 5:17 PM,2024-03-24,dpoznik,Dryobates albolarvatus,White-headed Woodpecker
204272400,2024/03/24 5:42 PM,2024-03-24,dpoznik,Euphagus cyanocephalus,Brewer's Blackbird
204345587,2023-05-24 15:22:44-07:00,2023-05-24,bluegrace,Corvus corax,Common Raven
204345819,2023-05-24 15:24:11-07:00,2023-05-24,bluegrace,Cyanocitta stelleri,Steller's Jay
204698610,2018/06/26 12:44,2018-06-26,andrea_malossini,Euphagus cyanocephalus,Brewer's Blackbird
204803798,2024-03-31 13:31:53-07:00,2024-03-31,kevinlindsay,Corvus corax,Common Raven
204904338,2022-03-15 10:32:31-07:00,2022-03-15,santiserrano,Euphagus cyanocephalus,Brewer's Blackbird
204949579,2024-04-01 09:57:35-07:00,2024-04-01,jy123,Cyanocitta stelleri,Steller's Jay
205041316,2024/04/01 3:35 PM,2024-04-01,axarus,Corvus corax,Common Raven
205056195,2023-09-23 12:06:26-07:00,2023-09-23,thatpainteddog,Corvus corax,Common Raven
205059594,2007-08-18,2007-08-18,olivier3869,Cyanocitta stelleri,Steller's Jay
205144539,2024-04-02 13:51:08-07:00,2024-04-02,beezah,Corvus corax,Common Raven
205170729,2023/07/29 7:56 PM,2023-07-29,floydehayes,Cyanocitta stelleri,Steller's Jay
205179033,2023/07/30 2:33 PM,2023-07-30,floydehayes,Corvus corax,Common Raven
205198868,2023-12-28 14:07:26-08:00,2023-12-28,bgargie,Corvus corax,Common Raven
205254713,2024-03-31 14:00:15-07:00,2024-03-31,swetabksdv,Cyanocitta stelleri,Steller's Jay
205287771,2024-03-29 12:05:46-07:00,2024-03-29,nizbot,Corvus corax,Common Raven
205287963,2024-03-28 13:28:54-07:00,2024-03-28,nizbot,Cyanocitta stelleri,Steller's Jay
205301246,2024-04-02 08:35:06-07:00,2024-04-02,kevinlindsay,Cyanocitta stelleri,Steller's Jay
205315631,2024-04-03 12:23:04-07:00,2024-04-03,beezah,Cyanocitta stelleri,Steller's Jay
205315672,2024-04-03 14:32:04-07:00,2024-04-03,beezah,Corvus corax,Common Raven
205315695,2024-04-03 14:06:04-07:00,2024-04-03,beezah,Euphagus cyanocephalus,Brewer's Blackbird
205338100,2024-03-26 10:30:00-07:00,2024-03-26,jaimehb,Corvus corax,Common Raven
205338401,2024-03-27 11:00:00-07:00,2024-03-27,jaimehb,Cyanocitta stelleri,Steller's Jay
205439727,2024-04-04 14:56:27-05:00,2024-04-04,juan1269,Junco hyemalis,Dark-eyed Junco
205444128,2024-04-03 15:42:14-05:00,2024-04-03,juan1269,Cyanocitta stelleri,Steller's Jay
205445197,2024-04-03 16:51:19-05:00,2024-04-03,juan1269,Euphagus cyanocephalus,Brewer's Blackbird
205446467,2024-04-03 16:41:35-05:00,2024-04-03,juan1269,Euphagus cyanocephalus,Brewer's Blackbird
205469951,2020/03/08 10:47 AM,2020-03-08,wblack6289,Sphyrapicus ruber,Red-breasted Sapsucker
205470018,2020/03/07 12:42 PM,2020-03-07,wblack6289,Dendragapus fuliginosus,Sooty Grouse
205572253,2024-04-05 14:24:03-07:00,2024-04-05,adamxxp,Corvus corax,Common Raven
205583232,2022-08-02 14:43:47,2022-08-02,mckcolin,Dendragapus fuliginosus,Sooty Grouse
205583241,2022-08-06 18:02:26,2022-08-06,mckcolin,Astur cooperii,Cooper's Hawk
205583501,2024-04-05 16:06:18-07:00,2024-04-05,adamxxp,Euphagus cyanocephalus,Brewer's Blackbird
205918106,2024-04-06 13:13:36-07:00,2024-04-06,adamxxp,Cyanocitta stelleri,Steller's Jay
205987243,2024-04-07 11:55:47-07:00,2024-04-07,austin_nash,Cyanocitta stelleri,Steller's Jay
205987902,2024-04-07 13:56:36-07:00,2024-04-07,austin_nash,Buteo lineatus,Red-shouldered Hawk
206158204,2024-04-08 15:41:05,2024-04-08,roozu,Cyanocitta stelleri,Steller's Jay
206158433,2024-04-08 14:50:51,2024-04-08,roozu,Turdus migratorius,American Robin
206159117,2024-04-08 16:03:15,2024-04-08,roozu,Corvus corax,Common Raven
206159188,2024-04-08 13:19:28,2024-04-08,roozu,Dryocopus pileatus,Pileated Woodpecker
206348208,2024-04-09 17:47:27,2024-04-09,roozu,Agelaius phoeniceus,Red-winged Blackbird
206440399,2023-10-26 15:51:31-07:00,2023-10-26,atcontreras,Corvus corax,Common Raven
206503671,2024-04-10 15:28:37,2024-04-10,roozu,Junco hyemalis,Dark-eyed Junco
206514057,2024-04-10 15:00:33,2024-04-10,roozu,Dryobates villosus,Hairy Woodpecker
206576910,2024-04-10 13:24:27,2024-04-10,roozu,Anas platyrhynchos,Mallard
206793368,2024-04-10 11:50:16-07:00,2024-04-10,dogwman,Cyanocitta stelleri,Steller's Jay
206793395,2024-04-10 15:33:00-07:00,2024-04-10,dogwman,Aix sponsa,Wood Duck
207007306,2024-04-13 11:37:34-07:00,2024-04-13,bella33876,Corvus corax,Common Raven
207009102,2024-04-13 11:46:18-07:00,2024-04-13,bella33876,Cyanocitta stelleri,Steller's Jay
207027661,2024-04-13 13:14:57,2024-04-13,sdiversityza3220,Cyanocitta stelleri,Steller's Jay
207032104,2024-04-13 13:37:58-07:00,2024-04-13,henrytom10,Cyanocitta stelleri,Steller's Jay
207105561,2024-04-12 15:58:55,2024-04-12,greenwooddave,Cyanocitta stelleri,Steller's Jay
207233574,2024-04-14 12:01:08-07:00,2024-04-14,riannegusquiza,Strix nebulosa,Great Gray Owl
207246926,2024-04-14 08:42:26-07:00,2024-04-14,omoquit,Strix nebulosa,Great Gray Owl
207284358,2024-04-14 14:05:11-07:00,2024-04-14,jacksong33,Dryocopus pileatus,Pileated Woodpecker
207471538,2024-04-15 12:52:08-07:00,2024-04-15,peter-f,Cyanocitta stelleri,Steller's Jay
207507551,2024-04-15 11:13:49-07:00,2024-04-15,beeingkate,Cyanocitta stelleri,Steller's Jay
207511705,2024-04-15 14:38:41-07:00,2024-04-15,peter-f,Euphagus cyanocephalus,Brewer's Blackbird
207511938,2024-04-15 14:28:30-07:00,2024-04-15,peter-f,Corvus corax,Common Raven
207634348,2024-04-16 12:42:45-07:00,2024-04-16,alejandra_mora1,Corvus corax,Common Raven
207641612,2024-04-16 13:28:49-07:00,2024-04-16,alejandra_mora1,Cyanocitta stelleri,Steller's Jay
207808294,2012/07/04 8:58 AM,2012-07-04,valhikes,Actitis macularius,Spotted Sandpiper
207808297,2012/07/04 5:01 PM,2012-07-04,valhikes,Nucifraga columbiana,Clark's Nutcracker
207809739,2012/07/05 1:14 PM,2012-07-05,valhikes,Anas platyrhynchos,Mallard
207811817,2012/07/07 8:44 AM,2012-07-07,valhikes,Dendragapus fuliginosus,Sooty Grouse
207964099,2023-07-27 11:31:03-07:00,2023-07-27,inlay2024,Cyanocitta stelleri,Steller's Jay
208031006,2024-04-18 16:07:51-07:00,2024-04-18,sailor149,Cyanocitta stelleri,Steller's Jay
208058360,2024-04-18 17:40:30-07:00,2024-04-18,wilderbombyx,Euphagus cyanocephalus,Brewer's Blackbird
208059158,2024-04-18 14:59:18-07:00,2024-04-18,sailor149,Cyanocitta stelleri,Steller's Jay
208059333,2024-04-18 14:29:12-07:00,2024-04-18,sailor149,Corvus corax,Common Raven
208099808,2023-08-05 08:48:20,2023-08-05,xiaoguoaijie,Cyanocitta stelleri,Steller's Jay
208118064,Fri Apr 19 2024 09:48:32 GMT -0700 (PDT),2024-04-19,chelebee,Cyanocitta stelleri,Steller's Jay
208132654,2024-04-19 11:14:47-07:00,2024-04-19,dwdaniels,Dryobates albolarvatus,White-headed Woodpecker
208305496,2024-04-20 10:11:04-07:00,2024-04-20,begrudginglybirding,Pheucticus melanocephalus,Black-headed Grosbeak
208312021,2024-04-20 10:41:59-07:00,2024-04-20,begrudginglybirding,Setophaga nigrescens,Black-throated Gray Warbler
208313544,2024-04-20 10:49:59-07:00,2024-04-20,begrudginglybirding,Aeronautes saxatalis,White-throated Swift
208351940,2024-04-20 13:55:07-07:00,2024-04-20,begrudginglybirding,Tachycineta thalassina,Violet-green Swallow
208357525,2024-04-17 14:55:18-07:00,2024-04-17,rebeccatwiss,Bubo virginianus,Great Horned Owl
208359406,2024-04-19 11:15:55-07:00,2024-04-19,dwdabk12,Dryobates albolarvatus,White-headed Woodpecker
208392979,2024-04-16 14:04:21-07:00,2024-04-16,peter-f,Euphagus cyanocephalus,Brewer's Blackbird
208393987,2024-04-16 12:59:24-07:00,2024-04-16,peter-f,Cyanocitta stelleri,Steller's Jay
208413570,2024-04-20 20:16:38-07:00,2024-04-20,helianthus_annika,Cyanocitta stelleri,Steller's Jay
208584623,2024-04-20 11:48:58-07:00,2024-04-20,tbaker20,Cyanocitta stelleri,Steller's Jay
208637588,2024-04-20 13:25:30-07:00,2024-04-20,herbiegardens,Corvus corax,Common Raven
208744426,2024-04-22 11:17:35-07:00,2024-04-22,peaceofmind,Euphagus cyanocephalus,Brewer's Blackbird
208745208,2024-04-22 11:20:48-07:00,2024-04-22,peaceofmind,Junco hyemalis,Dark-eyed Junco
208839969,2024-04-21 13:41:47,2024-04-21,krestenzo,Corvus corax,Common Raven
208912901,2024-04-23 08:36:51-07:00,2024-04-23,peaceofmind,Corvus corax,Common Raven
208933924,2024/04/20 11:42 AM,2024-04-20,mitchm44,Corvus corax,Common Raven
208933925,2024/04/21 6:47 AM,2024-04-21,mitchm44,Passerella iliaca,Fox Sparrow
208933926,2024/04/21 6:47 AM,2024-04-21,mitchm44,Passerella iliaca,Fox Sparrow
208933927,2024/04/21 6:50 AM,2024-04-21,mitchm44,Junco hyemalis,Dark-eyed Junco
208933930,2024/04/21 6:52 AM,2024-04-21,mitchm44,Passerella iliaca,Fox Sparrow
208933938,2024/04/21 7:37 AM,2024-04-21,mitchm44,Oreortyx pictus,Mountain Quail
208933941,2024/04/21 7:38 AM,2024-04-21,mitchm44,Myadestes townsendi,Townsend's Solitaire
208933945,2024/04/21 7:39 AM,2024-04-21,mitchm44,Myadestes townsendi,Townsend's Solitaire
209028539,2024-04-19 15:53:11-07:00,2024-04-19,mcguire_rm,Corvus corax,Common Raven
209028570,2024-04-19 16:14:18-07:00,2024-04-19,mcguire_rm,Euphagus cyanocephalus,Brewer's Blackbird
209028585,2024-04-19 16:18:07-07:00,2024-04-19,mcguire_rm,Euphagus cyanocephalus,Brewer's Blackbird
209028619,2024-04-19 18:31:55-07:00,2024-04-19,mcguire_rm,Cyanocitta stelleri,Steller's Jay
209028775,2024-04-19 18:56:27-07:00,2024-04-19,mcguire_rm,Junco hyemalis,Dark-eyed Junco
209028874,2024-04-20 08:54:39-07:00,2024-04-20,mcguire_rm,Turdus migratorius,American Robin
209029113,2024-04-20 09:46:54-07:00,2024-04-20,mcguire_rm,Dryocopus pileatus,Pileated Woodpecker
209055915,2023-10-01 14:27:13-07:00,2023-10-01,anthropogen,Dendragapus fuliginosus,Sooty Grouse
209132410,2023-09-09 16:29:26-07:00,2023-09-09,adrib_tch,Aeronautes saxatalis,White-throated Swift
209142291,2024-04-20 18:42:18-07:00,2024-04-20,docricketts,Dryocopus pileatus,Pileated Woodpecker
209150248,2016/09/02 3:31 PM,2016-09-02,mcdermottmi,Dendragapus fuliginosus sierrae,Sooty Grouse (Sierra)
209150249,2016/09/02 3:33 PM,2016-09-02,mcdermottmi,Dendragapus fuliginosus sierrae,Sooty Grouse (Sierra)
209150250,2016/09/02 3:33 PM,2016-09-02,mcdermottmi,Dendragapus fuliginosus sierrae,Sooty Grouse (Sierra)
209150251,2016/09/02 3:33 PM,2016-09-02,mcdermottmi,Dendragapus fuliginosus sierrae,Sooty Grouse (Sierra)
209150252,2016/09/02 3:33 PM,2016-09-02,mcdermottmi,Dendragapus fuliginosus sierrae,Sooty Grouse (Sierra)
209150254,2016/09/02 3:33 PM,2016-09-02,mcdermottmi,Dendragapus fuliginosus sierrae,Sooty Grouse (Sierra)
209150256,2016/09/02 3:33 PM,2016-09-02,mcdermottmi,Dendragapus fuliginosus sierrae,Sooty Grouse (Sierra)
209213535,2022/06/22 6:10 PM,2022-06-22,dfgtblyx,Dryobates albolarvatus,White-headed Woodpecker
209213537,2022/06/22 7:03 PM,2022-06-22,dfgtblyx,Passerella iliaca,Fox Sparrow
209213538,2022/06/22 7:22 PM,2022-06-22,dfgtblyx,Passerella iliaca,Fox Sparrow
209213540,2022/06/23 2:12 PM,2022-06-23,dfgtblyx,Junco hyemalis,Dark-eyed Junco
209213541,2022/06/23 2:43 PM,2022-06-23,dfgtblyx,Cyanocitta stelleri,Steller's Jay
209213543,2022/06/23 4:56 PM,2022-06-23,dfgtblyx,Patagioenas fasciata,Band-tailed Pigeon
209213545,2022/06/23 5:24 PM,2022-06-23,dfgtblyx,Agelaius phoeniceus,Red-winged Blackbird
209213546,2022/06/23 6:09 PM,2022-06-23,dfgtblyx,Buteo lineatus,Red-shouldered Hawk
209356457,2024-04-25 13:46:13-07:00,2024-04-25,moraga4monarchs,Euphagus cyanocephalus,Brewer's Blackbird
209382024,2024/04/25 2:27 PM,2024-04-25,orobanche,Melanerpes formicivorus,Acorn Woodpecker
209382030,2024/04/25 2:01 PM,2024-04-25,orobanche,Melospiza melodia,Song Sparrow
209382032,2024/04/25 12:02 PM,2024-04-25,orobanche,Corvus corax,Common Raven
209608704,2024-04-26 08:20:57-07:00,2024-04-26,mrtegu,Cyanocitta stelleri,Steller's Jay
209985177,2024-04-26 15:44:06-07:00,2024-04-26,emilymargomez,Turdus migratorius,American Robin
210005851,2024-03-19 13:53:00-07:00,2024-03-19,zhuo36,Cyanocitta stelleri,Steller's Jay
210019413,2024-03-19 11:19:16-07:00,2024-03-19,zhuo36,Euphagus cyanocephalus,Brewer's Blackbird
211053735,2024-04-28 12:40:32,2024-04-28,charlesdarwinlives,Cyanocitta stelleri,Steller's Jay
211359373,2024/04/28 12:37 PM,2024-04-28,mattnusstein,Cyanocitta stelleri,Steller's Jay
211359375,2024/04/28 1:03 PM,2024-04-28,mattnusstein,Icterus bullockii,Bullock's Oriole
211359378,2024/04/28 1:11 PM,2024-04-28,mattnusstein,Euphagus cyanocephalus,Brewer's Blackbird
211359393,2024/04/28 3:41 PM,2024-04-28,mattnusstein,Pheucticus melanocephalus,Black-headed Grosbeak
211359394,2024/04/28 3:48 PM,2024-04-28,mattnusstein,Cyanocitta stelleri,Steller's Jay
211359395,2024/04/28 4:50 PM,2024-04-28,mattnusstein,Junco hyemalis,Dark-eyed Junco
211359399,2024/04/28 5:13 PM,2024-04-28,mattnusstein,Cyanocitta stelleri,Steller's Jay
211359404,2024/04/28 7:22 PM,2024-04-28,mattnusstein,Anas platyrhynchos,Mallard
211359405,2024/04/28 7:16 PM,2024-04-28,mattnusstein,Haemorhous cassinii,Cassin's Finch
211359417,2024/04/28 7:32 PM,2024-04-28,mattnusstein,Dryobates albolarvatus,White-headed Woodpecker
211370620,2020/07/19 8:51 AM,2020-07-19,andiself,Dendragapus fuliginosus,Sooty Grouse
211663145,2022-10-10 19:14:10,2022-10-10,salamamber,Catherpes mexicanus,Canyon Wren
212069905,2024-02-18 10:56:45-08:00,2024-02-18,bregnier,Dryocopus pileatus,Pileated Woodpecker
212111055,2024/04/29 12:59 PM,2024-04-29,mattnusstein,Setophaga occidentalis,Hermit Warbler
212111069,2024/04/29 2:10 PM,2024-04-29,mattnusstein,Dryobates albolarvatus,White-headed Woodpecker
212111091,2024/04/29 2:35 PM,2024-04-29,mattnusstein,Poecile gambeli,Mountain Chickadee
212111092,2024/04/29 4:13 PM,2024-04-29,mattnusstein,Passerella iliaca,Fox Sparrow
212344820,Sun Apr 21 2024 09:56:19 GMT -0700 (PDT),2024-04-21,ghostflowervtg,Cyanocitta stelleri,Steller's Jay
212345488,Sun Apr 21 2024 12:56:19 GMT -0700 (PDT),2024-04-21,ghostflowervtg,Dryocopus pileatus,Pileated Woodpecker
212351472,Sun Apr 21 2024 13:17:57 GMT -0700 (PDT),2024-04-21,ghostflowervtg,Turdus migratorius,American Robin
212495828,2024/04/30 1:51 PM,2024-04-30,mattnusstein,Salpinctes obsoletus,Rock Wren
212495830,2024/04/30 2:03 PM,2024-04-30,mattnusstein,Mergus merganser,Common Merganser
212495848,2024/04/30 2:46 PM,2024-04-30,mattnusstein,Salpinctes obsoletus,Rock Wren
212495854,2024/04/30 3:40 PM,2024-04-30,mattnusstein,Thryomanes bewickii,Bewick's Wren
212495862,2024/04/30 5:16 PM,2024-04-30,mattnusstein,Catherpes mexicanus,Canyon Wren
212500580,2024-04-30 13:49:18-07:00,2024-04-30,nedursley,Cyanocitta stelleri,Steller's Jay
212570556,2024-04-25 12:17:22-07:00,2024-04-25,moraga4monarchs,Corvus corax,Common Raven
212677267,2024-05-01 09:59:22-07:00,2024-05-01,chunkybeaver,Dryobates albolarvatus,White-headed Woodpecker
212694602,2024-05-01 10:49:42-07:00,2024-05-01,chunkybeaver,Sitta canadensis,Red-breasted Nuthatch
212802426,2024/05/01 12:53 PM,2024-05-01,mattnusstein,Certhia americana,Brown Creeper
212802427,2024/05/01 1:26 PM,2024-05-01,mattnusstein,Dryocopus pileatus,Pileated Woodpecker
212802428,2024/05/01 1:31 PM,2024-05-01,mattnusstein,Cyanocitta stelleri,Steller's Jay
212802439,2024/05/01 2:20 PM,2024-05-01,mattnusstein,Agelaius phoeniceus,Red-winged Blackbird
212959363,2024-05-02 10:27:44-07:00,2024-05-02,chunkybeaver,Meleagris gallopavo,Wild Turkey
212962405,2022-12-23 12:32:46-08:00,2022-12-23,juliawong,Corvus corax,Common Raven
213316924,2024/05/03 1:57 PM,2024-05-03,mattnusstein,Cyanocitta stelleri,Steller's Jay
213316926,2024/05/03 2:04 PM,2024-05-03,mattnusstein,Corvus corax,Common Raven
213316927,2024/05/03 2:06 PM,2024-05-03,mattnusstein,Molothrus ater,Brown-headed Cowbird
213573030,2024-04-28 14:41:28-07:00,2024-04-28,sarahlippmann,Corvus corax,Common Raven
213573127,2024-04-28 14:22:43-07:00,2024-04-28,sarahlippmann,Cyanocitta stelleri,Steller's Jay
213620333,2024-05-03 17:39:40-07:00,2024-05-03,esgy,Dryobates albolarvatus,White-headed Woodpecker
213631125,1986/07/25 ,1986-07-25,ahmedm,Cyanocitta stelleri,Steller's Jay
213709913,2024-05-04 08:08:12-07:00,2024-05-04,rebecca_eeee,Dryocopus pileatus,Pileated Woodpecker
214056423,Mon May 06 2024 12:56:37 GMT -0700 (PDT),2024-05-06,sd_naturewatch,Euphagus cyanocephalus,Brewer's Blackbird
214056631,Mon May 06 2024 13:08:08 GMT -0700 (PDT),2024-05-06,sd_naturewatch,Cyanocitta stelleri,Steller's Jay
214074439,2024-05-06 12:35:23-07:00,2024-05-06,sd_naturewatch,Cyanocitta stelleri,Steller's Jay
214074440,Mon May 06 2024 11:38:18 GMT -0700 (PDT),2024-05-06,sd_naturewatch,Polioptila caerulea,Blue-gray Gnatcatcher
214077745,Mon May 06 2024 15:29:35 GMT -0700 (PDT),2024-05-06,sd_naturewatch,Molothrus ater,Brown-headed Cowbird
214085132,2024-04-21 15:36:27-07:00,2024-04-21,adolfop_17,Cyanocitta stelleri,Steller's Jay
214106665,Mon May 06 2024 16:03:06 GMT -0700 (PDT),2024-05-06,sd_naturewatch,Cyanocitta stelleri,Steller's Jay
214106666,Mon May 06 2024 16:06:24 GMT -0700 (PDT),2024-05-06,sd_naturewatch,Turdus migratorius,American Robin
214106668,Mon May 06 2024 17:02:18 GMT -0700 (PDT),2024-05-06,sd_naturewatch,Cathartes aura,Turkey Vulture
214107084,Mon May 06 2024 12:35:11 GMT -0700 (PDT),2024-05-06,sd_naturewatch,Cyanocitta stelleri,Steller's Jay
