id,observed_on_string,observed_on,time_observed_at,scientific_name,common_name
202570357,2024/02/10 3:51 PM,2024-02-10,2024-02-10 23:51:00 +0000,Salpinctes obsoletus,Rock Wren
202570358,2024/02/10 4:23 PM,2024-02-10,2024-02-11 00:23:00 +0000,Sayornis saya,Say's Phoebe
202570359,2024/02/10 4:27 PM,2024-02-10,2024-02-11 00:27:00 +0000,Falco sparverius,American Kestrel
202570361,2024/02/11 7:00 AM,2024-02-11,2024-02-11 15:00:00 +0000,Sayornis saya,Say's Phoebe
202570362,2024/02/11 7:05 AM,2024-02-11,2024-02-11 15:05:00 +0000,Spizella breweri,Brewer's Sparrow
202570363,2024/02/11 7:08 AM,2024-02-11,2024-02-11 15:08:00 +0000,Spizella breweri,Brewer's Sparrow
202570366,2024/02/11 7:12 AM,2024-02-11,2024-02-11 15:12:00 +0000,Spizella breweri,Brewer's Sparrow
202570367,2024/02/11 7:13 AM,2024-02-11,2024-02-11 15:13:00 +0000,Spizella breweri,Brewer's Sparrow
202570370,2024/02/11 7:13 AM,2024-02-11,2024-02-11 15:13:00 +0000,Spizella breweri,Brewer's Sparrow
202570372,2024/02/11 7:13 AM,2024-02-11,2024-02-11 15:13:00 +0000,Haemorhous mexicanus,House Finch
202570374,2024/02/11 7:21 AM,2024-02-11,2024-02-11 15:21:00 +0000,Amphispiza bilineata,Black-throated Sparrow
202570376,2024/02/11 7:38 AM,2024-02-11,2024-02-11 15:38:00 +0000,Lanius ludovicianus,Loggerhead Shrike
202570380,2024/02/11 7:45 AM,2024-02-11,2024-02-11 15:45:00 +0000,Lanius ludovicianus,Loggerhead Shrike
202570384,2024/02/11 8:05 AM,2024-02-11,2024-02-11 16:05:00 +0000,Polioptila melanura,Black-tailed Gnatcatcher
202570385,2024/02/11 7:58 AM,2024-02-11,2024-02-11 15:58:00 +0000,Polioptila melanura,Black-tailed Gnatcatcher
202570386,2024/02/11 8:17 AM,2024-02-11,2024-02-11 16:17:00 +0000,Calypte costae,Costa's Hummingbird
202570389,2024/02/11 8:19 AM,2024-02-11,2024-02-11 16:19:00 +0000,Calypte costae,Costa's Hummingbird
202570391,2024/02/11 8:18 AM,2024-02-11,2024-02-11 16:18:00 +0000,Calypte costae,Costa's Hummingbird
202570392,2024/02/11 8:17 AM,2024-02-11,2024-02-11 16:17:00 +0000,Calypte costae,Costa's Hummingbird
202570393,2024/02/11 8:21 AM,2024-02-11,2024-02-11 16:21:00 +0000,Calypte costae,Costa's Hummingbird
202570396,2024/02/11 11:05 AM,2024-02-11,2024-02-11 19:05:00 +0000,Turdus migratorius,American Robin
202570400,2024/02/11 12:21 PM,2024-02-11,2024-02-11 20:21:00 +0000,Lanius ludovicianus,Loggerhead Shrike
202570401,2024/02/11 11:18 AM,2024-02-11,2024-02-11 19:18:00 +0000,Lanius ludovicianus,Loggerhead Shrike
202662682,2024-03-11 17:27:28-06:00,2024-03-11,2024-03-11 23:27:28 +0000,Callipepla gambelii,Gambel's Quail
202662867,2024-03-11 17:33:25-06:00,2024-03-11,2024-03-11 23:33:25 +0000,Mimus polyglottos,Northern Mockingbird
202684658,2024-03-12 08:44:30-06:00,2024-03-12,2024-03-12 14:44:30 +0000,Spizella breweri,Brewer's Sparrow
202684795,2024-03-12 08:54:07-06:00,2024-03-12,2024-03-12 14:54:07 +0000,Polioptila melanura,Black-tailed Gnatcatcher
202686280,2024-03-12 10:06:58-06:00,2024-03-12,2024-03-12 16:06:58 +0000,Amphispiza bilineata,Black-throated Sparrow
202686912,2024-03-12 10:27:30-06:00,2024-03-12,2024-03-12 16:27:30 +0000,Phainopepla nitens,Phainopepla
202687667,2024-03-12 10:26:24-06:00,2024-03-12,2024-03-12 16:26:24 +0000,Zonotrichia leucophrys,White-crowned Sparrow
202693438,2024-03-15 01:29:00-07:00,2024-03-15,2024-03-15 08:29:00 +0000,Callipepla gambelii,Gambel's Quail
202717963,2024-03-12 13:22:06-06:00,2024-03-12,2024-03-12 19:22:06 +0000,Campylorhynchus brunneicapillus,Cactus Wren
202745937,2024-02-25 08:04:33,2024-02-25,2024-02-25 16:04:33 +0000,Callipepla gambelii,Gambel's Quail
202779649,2024-03-11,2024-03-11,,Sayornis saya,Say's Phoebe
202827444,2024-03-12 19:30:45-06:00,2024-03-12,2024-03-13 01:30:45 +0000,Corvus corax,Common Raven
202827723,2024-03-13 08:06:15-07:00,2024-03-13,2024-03-13 15:06:15 +0000,Amphispiza bilineata,Black-throated Sparrow
202827893,2024-03-13 09:07:55-06:00,2024-03-13,2024-03-13 15:07:55 +0000,Dryobates scalaris,Ladder-backed Woodpecker
202828033,2024-03-13 09:09:36-06:00,2024-03-13,2024-03-13 15:09:36 +0000,Spizella breweri,Brewer's Sparrow
202910598,2024-03-17 14:51:27,2024-03-17,2024-03-17 21:51:27 +0000,Corvus corax,Common Raven
202915199,2024/03/05 11:05,2024-03-05,2024-03-05 19:05:00 +0000,Spizella breweri,Brewer's Sparrow
202915215,2024-03-17 14:53:51,2024-03-17,2024-03-17 21:53:51 +0000,Corvus corax,Common Raven
202915427,2024/03/06 09:55,2024-03-06,2024-03-06 17:55:00 +0000,Spizella passerina,Chipping Sparrow
202915546,2024/03/06 13:08,2024-03-06,2024-03-06 21:08:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
202917265,2024/03/06 09:51,2024-03-06,2024-03-06 17:51:00 +0000,Spizella breweri,Brewer's Sparrow
203007758,2024-03-17 13:35:59-07:00,2024-03-17,2024-03-17 20:35:59 +0000,Aphelocoma californica,California Scrub-Jay
203008818,2024/03/06 10:09,2024-03-06,2024-03-06 18:09:00 +0000,Junco hyemalis,Dark-eyed Junco
203039325,2024/03/05 10:31,2024-03-05,2024-03-05 18:31:00 +0000,Corthylio calendula,Ruby-crowned Kinglet
203042017,2024-03-07 10:52:32-08:00,2024-03-07,2024-03-07 18:52:32 +0000,Mimus polyglottos,Northern Mockingbird
203042675,2024-03-07 11:49:34-08:00,2024-03-07,2024-03-07 19:49:34 +0000,Zonotrichia leucophrys,White-crowned Sparrow
203070821,2023/09/02 12:36 PM,2023-09-02,2023-09-02 19:36:00 +0000,Salpinctes obsoletus,Rock Wren
203088543,2024/03/06 10:04,2024-03-06,2024-03-06 18:04:00 +0000,Thryomanes bewickii,Bewick's Wren
203088674,2024/03/05 09:55,2024-03-05,2024-03-05 17:55:00 +0000,Salpinctes obsoletus,Rock Wren
203179417,2024-03-19 11:32:52-07:00,2024-03-19,2024-03-19 18:32:52 +0000,Aeronautes saxatalis,White-throated Swift
203179685,2024-03-19 12:32:35-07:00,2024-03-19,2024-03-19 19:32:35 +0000,Salpinctes obsoletus,Rock Wren
203180176,2024-03-19 15:22:47-07:00,2024-03-19,2024-03-19 22:22:47 +0000,Corvus corax sinuatus,Southwestern Common Raven
203198931,2024-03-10 11:10:36,2024-03-10,2024-03-10 18:10:36 +0000,Aphelocoma californica,California Scrub-Jay
203199000,2024-03-10 11:10:23,2024-03-10,2024-03-10 18:10:23 +0000,Aphelocoma californica,California Scrub-Jay
203252225,2024/03/06 09:10,2024-03-06,2024-03-06 17:10:00 +0000,Amphispiza bilineata,Black-throated Sparrow
203252838,2024/03/05 12:27,2024-03-05,2024-03-05 20:27:00 +0000,Phainopepla nitens,Phainopepla
203253192,2024/03/06 11:18,2024-03-06,2024-03-06 19:18:00 +0000,Dryobates scalaris,Ladder-backed Woodpecker
203253447,2024/03/05 09:18,2024-03-05,2024-03-05 17:18:00 +0000,Lanius ludovicianus,Loggerhead Shrike
203278269,2024-03-20 13:43:44-07:00,2024-03-20,2024-03-20 20:43:44 +0000,Corvus corax,Common Raven
203278367,2024-03-12,2024-03-12,,Setophaga coronata,Yellow-rumped Warbler
203279108,2024-03-12,2024-03-12,,Sayornis saya,Say's Phoebe
203279236,2024-03-20 10:02:30-07:00,2024-03-20,2024-03-20 17:02:30 +0000,Auriparus flaviceps,Verdin
203279248,2024-03-12,2024-03-12,,Spizella breweri,Brewer's Sparrow
203286800,2024/03/20 9:49 AM,2024-03-20,2024-03-20 16:49:00 +0000,Calypte costae,Costa's Hummingbird
203293265,2024-03-20 08:54:14-07:00,2024-03-20,2024-03-20 15:54:14 +0000,Corthylio calendula,Ruby-crowned Kinglet
203294563,2024/03/06 10:55,2024-03-06,2024-03-06 18:55:00 +0000,Sialia currucoides,Mountain Bluebird
203303199,2024-03-20 08:55:52-07:00,2024-03-20,2024-03-20 15:55:52 +0000,Calypte costae,Costa's Hummingbird
203303366,2024-03-20 09:38:19-07:00,2024-03-20,2024-03-20 16:38:19 +0000,Phainopepla nitens,Phainopepla
203324330,2023/09/03 12:54 PM,2023-09-03,2023-09-03 19:54:00 +0000,Amphispiza bilineata,Black-throated Sparrow
203348548,2024-03-20 10:57:11-07:00,2024-03-20,2024-03-20 17:57:11 +0000,Phainopepla nitens,Phainopepla
203400179,2024-03-21 13:22:32-07:00,2024-03-21,2024-03-21 20:22:32 +0000,Amphispiza bilineata,Black-throated Sparrow
203407969,2024/03/21 11:26 AM,2024-03-21,2024-03-21 18:26:00 +0000,Spizella breweri,Brewer's Sparrow
203639758,2024/03/17 3:47 PM,2024-03-17,2024-03-17 22:47:00 +0000,Cathartes aura,Turkey Vulture
203647373,2024/03/17 5:42 PM,2024-03-17,2024-03-18 00:42:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
203695174,2024-03-22 15:30:00-07:00,2024-03-22,2024-03-22 22:30:00 +0000,Lanius ludovicianus,Loggerhead Shrike
203758570,2024/03/23 9:07 AM,2024-03-23,2024-03-23 16:07:00 +0000,Alectoris chukar,Chukar
203824151,2024/03/24 2:39 PM,2024-03-24,2024-03-24 21:39:00 +0000,Leiothlypis celata,Orange-crowned Warbler
203824153,2024/03/24 2:26 PM,2024-03-24,2024-03-24 21:26:00 +0000,Calypte costae,Costa's Hummingbird
203824155,2024/03/24 1:33 PM,2024-03-24,2024-03-24 20:33:00 +0000,Campylorhynchus brunneicapillus,Cactus Wren
203824156,2024/03/24 1:07 PM,2024-03-24,2024-03-24 20:07:00 +0000,Auriparus flaviceps,Verdin
203824159,2024/03/24 1:26 PM,2024-03-24,2024-03-24 20:26:00 +0000,Mimus polyglottos,Northern Mockingbird
203824160,2024/03/24 12:55 PM,2024-03-24,2024-03-24 19:55:00 +0000,Colaptes auratus,Northern Flicker
203851196,2024/03/21 3:35 PM,2024-03-21,2024-03-21 22:35:00 +0000,Amphispiza bilineata,Black-throated Sparrow
203899140,2024/03/21 9:12 AM,2024-03-21,2024-03-21 16:12:00 +0000,Calypte anna,Anna's Hummingbird
203899141,2024/03/21 9:21 AM,2024-03-21,2024-03-21 16:21:00 +0000,Amphispiza bilineata,Black-throated Sparrow
203903008,2024/03/21 9:32 AM,2024-03-21,2024-03-21 16:32:00 +0000,Auriparus flaviceps,Verdin
203914805,2024-03-24 17:08:11-07:00,2024-03-24,2024-03-25 00:08:11 +0000,Callipepla gambelii,Gambel's Quail
203928317,2024/03/22 10:57 AM,2024-03-22,2024-03-22 17:57:00 +0000,Phainopepla nitens,Phainopepla
203928319,2024/03/22 11:01 AM,2024-03-22,2024-03-22 18:01:00 +0000,Mimus polyglottos,Northern Mockingbird
203932239,2024/03/21 10:31 AM,2024-03-21,2024-03-21 17:31:00 +0000,Amphispiza bilineata,Black-throated Sparrow
203932240,2024/03/21 10:31 AM,2024-03-21,2024-03-21 17:31:00 +0000,Salpinctes obsoletus,Rock Wren
203932241,2024/03/21 10:31 AM,2024-03-21,2024-03-21 17:31:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
203962128,2024-03-24 13:48:40-07:00,2024-03-24,2024-03-24 20:48:40 +0000,Lanius ludovicianus,Loggerhead Shrike
203968906,2024/03/25 4:05 PM,2024-03-25,2024-03-25 23:05:00 +0000,Spizella breweri,Brewer's Sparrow
203968907,2024/03/25 5:25 PM,2024-03-25,2024-03-26 00:25:00 +0000,Calypte costae,Costa's Hummingbird
203968913,2024/03/25 5:35 PM,2024-03-25,2024-03-26 00:35:00 +0000,Salpinctes obsoletus,Rock Wren
203976729,2024/03/25 10:40 AM,2024-03-25,2024-03-25 17:40:00 +0000,Calypte costae,Costa's Hummingbird
203976736,2024/03/25 10:52 AM,2024-03-25,2024-03-25 17:52:00 +0000,Amphispiza bilineata,Black-throated Sparrow
203978661,2024/03/25 10:35 AM,2024-03-25,2024-03-25 17:35:00 +0000,Phainopepla nitens,Phainopepla
203979501,2024/03/25 12:20 PM,2024-03-25,2024-03-25 19:20:00 +0000,Amphispiza bilineata,Black-throated Sparrow
204060047,2024-03-22 08:21:01-07:00,2024-03-22,2024-03-22 15:21:01 +0000,Amphispiza bilineata,Black-throated Sparrow
204104339,2024/03/26 4:37 PM,2024-03-26,2024-03-26 23:37:00 +0000,Thryomanes bewickii,Bewick's Wren
204106012,2024/03/26 12:06 PM,2024-03-26,2024-03-26 19:06:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
204108632,2024/03/26 12:04 PM,2024-03-26,2024-03-26 19:04:00 +0000,Spizella breweri,Brewer's Sparrow
204199051,2024-03-18 12:43:04-07:00,2024-03-18,2024-03-18 19:43:04 +0000,Aphelocoma californica,California Scrub-Jay
204219625,2024/03/27 11:03 AM,2024-03-27,2024-03-27 18:03:00 +0000,Salpinctes obsoletus,Rock Wren
204245611,2024-03-25 07:19:58,2024-03-25,2024-03-25 14:19:58 +0000,Zonotrichia leucophrys,White-crowned Sparrow
204247647,2024-03-25 07:34:03,2024-03-25,2024-03-25 14:34:03 +0000,Calypte anna,Anna's Hummingbird
204247670,2024-03-25 07:38:41,2024-03-25,2024-03-25 14:38:41 +0000,Zonotrichia leucophrys,White-crowned Sparrow
204247676,2024-03-25 07:39:23,2024-03-25,2024-03-25 14:39:23 +0000,Callipepla gambelii,Gambel's Quail
204247680,2024-03-25 07:40:27,2024-03-25,2024-03-25 14:40:27 +0000,Callipepla gambelii,Gambel's Quail
204247690,2024-03-25 07:43:12,2024-03-25,2024-03-25 14:43:12 +0000,Amphispiza bilineata,Black-throated Sparrow
204247724,2024-03-25 07:55:51,2024-03-25,2024-03-25 14:55:51 +0000,Campylorhynchus brunneicapillus,Cactus Wren
204340212,2024-03-25 08:18:35,2024-03-25,2024-03-25 15:18:35 +0000,Aphelocoma californica,California Scrub-Jay
204340232,2024-03-25 08:18:51,2024-03-25,2024-03-25 15:18:51 +0000,Icterus parisorum,Scott's Oriole
204341683,2024-03-25 09:37:39,2024-03-25,2024-03-25 16:37:39 +0000,Amphispiza bilineata,Black-throated Sparrow
204351062,2024-03-25 13:47:22,2024-03-25,2024-03-25 20:47:22 +0000,Phainopepla nitens,Phainopepla
204361778,2024-03-28 14:55:16-07:00,2024-03-28,2024-03-28 21:55:16 +0000,Amphispiza bilineata,Black-throated Sparrow
204362907,2024-03-26 10:50:46,2024-03-26,2024-03-26 17:50:46 +0000,Spizella breweri,Brewer's Sparrow
204362928,2024-03-26 10:52:06,2024-03-26,2024-03-26 17:52:06 +0000,Spizella breweri,Brewer's Sparrow
204364942,2024/03/28 6:38 AM,2024-03-28,2024-03-28 13:38:00 +0000,Amphispiza bilineata,Black-throated Sparrow
204364944,2024/03/28 6:59 AM,2024-03-28,2024-03-28 13:59:00 +0000,Spizella breweri,Brewer's Sparrow
204364945,2024/03/28 7:15 AM,2024-03-28,2024-03-28 14:15:00 +0000,Mimus polyglottos,Northern Mockingbird
204364950,2024/03/28 7:40 AM,2024-03-28,2024-03-28 14:40:00 +0000,Salpinctes obsoletus,Rock Wren
204364951,2024/03/28 7:46 AM,2024-03-28,2024-03-28 14:46:00 +0000,Sayornis saya,Say's Phoebe
204364952,2024/03/28 8:09 AM,2024-03-28,2024-03-28 15:09:00 +0000,Phainopepla nitens,Phainopepla
204364966,2024/03/28 4:56 PM,2024-03-28,2024-03-28 23:56:00 +0000,Lanius ludovicianus,Loggerhead Shrike
204364967,2024/03/28 7:50 AM,2024-03-28,2024-03-28 14:50:00 +0000,Cathartes aura,Turkey Vulture
204364968,2024/03/28 11:02 AM,2024-03-28,2024-03-28 18:02:00 +0000,Sayornis saya,Say's Phoebe
204364969,2024/03/28 11:15 AM,2024-03-28,2024-03-28 18:15:00 +0000,Salpinctes obsoletus,Rock Wren
204373773,2024-03-26 15:38:21,2024-03-26,2024-03-26 22:38:21 +0000,Phainopepla nitens,Phainopepla
204374789,2024-03-26 16:08:11,2024-03-26,2024-03-26 23:08:11 +0000,Phainopepla nitens,Phainopepla
204385148,2024-03-27 09:41:16,2024-03-27,2024-03-27 16:41:16 +0000,Geococcyx californianus,Greater Roadrunner
204409510,2024-03-28 12:32:45,2024-03-28,2024-03-28 19:32:45 +0000,Dryobates scalaris,Ladder-backed Woodpecker
204479652,2024/03/20 9:37 AM,2024-03-20,2024-03-20 16:37:00 +0000,Callipepla gambelii,Gambel's Quail
204479680,2024/03/20 9:56 AM,2024-03-20,2024-03-20 16:56:00 +0000,Aphelocoma californica,California Scrub-Jay
204479681,2024/03/20 9:57 AM,2024-03-20,2024-03-20 16:57:00 +0000,Salpinctes obsoletus,Rock Wren
204479691,2024/03/20 10:14 AM,2024-03-20,2024-03-20 17:14:00 +0000,Zonotrichia leucophrys,White-crowned Sparrow
204479700,2024/03/20 10:40 AM,2024-03-20,2024-03-20 17:40:00 +0000,Lanius ludovicianus,Loggerhead Shrike
204479724,2024/03/20 10:57 AM,2024-03-20,2024-03-20 17:57:00 +0000,Salpinctes obsoletus,Rock Wren
204479732,2024/03/20 11:42 AM,2024-03-20,2024-03-20 18:42:00 +0000,Sayornis saya,Say's Phoebe
204487412,2024-03-27 11:09:01,2024-03-27,2024-03-27 18:09:01 +0000,Icterus parisorum,Scott's Oriole
204502125,2024-03-29 15:18:00-07:00,2024-03-29,2024-03-29 22:18:00 +0000,Phainopepla nitens,Phainopepla
204655812,2024/03/22 4:32 PM,2024-03-22,2024-03-22 23:32:00 +0000,Lanius ludovicianus,Loggerhead Shrike
204664921,2024-03-30 18:48:45,2024-03-30,2024-03-31 01:48:45 +0000,Psaltriparus minimus,Bushtit
204665011,2024-03-30 18:50:05,2024-03-30,2024-03-31 01:50:05 +0000,Anas platyrhynchos platyrhynchos,Holarctic Mallard
204665150,2024-03-30 18:51:08,2024-03-30,2024-03-31 01:51:08 +0000,Spizella breweri breweri,Southern Brewer's Sparrow
204665205,2024-03-30 18:52:17,2024-03-30,2024-03-31 01:52:17 +0000,Zonotrichia leucophrys gambelii,Gambel's White-crowned Sparrow
204665620,2024-03-30 18:53:23,2024-03-30,2024-03-31 01:53:23 +0000,Lanius ludovicianus,Loggerhead Shrike
204665839,2024-03-30 18:56:12,2024-03-30,2024-03-31 01:56:12 +0000,Dryobates scalaris cactophilus,Cactus Woodpecker
204666058,2024-03-30 18:58:07,2024-03-30,2024-03-31 01:58:07 +0000,Campylorhynchus brunneicapillus anthonyi,Mexican Cactus Wren
204693030,2024/03/30 7:44 AM,2024-03-30,2024-03-30 14:44:00 +0000,Icterus cucullatus,Hooded Oriole
204693033,2024/03/30 8:00 AM,2024-03-30,2024-03-30 15:00:00 +0000,Phainopepla nitens,Phainopepla
204693034,2024/03/30 4:06 PM,2024-03-30,2024-03-30 23:06:00 +0000,Corvus corax,Common Raven
204693037,2024/03/30 4:46 PM,2024-03-30,2024-03-30 23:46:00 +0000,Anas platyrhynchos,Mallard
204832907,2024-03-31 10:09:27,2024-03-31,2024-03-31 17:09:27 +0000,Corvus corax,Common Raven
204867824,2024-03-31 20:39:42,2024-03-31,2024-04-01 03:39:42 +0000,Salpinctes obsoletus obsoletus,Northern Rock Wren
204867945,2024-03-31 20:41:51,2024-03-31,2024-04-01 03:41:51 +0000,Amphispiza bilineata deserticola,Desert Black-throated Sparrow
204868137,2024-03-31 20:44:02,2024-03-31,2024-04-01 03:44:02 +0000,Corvus corax sinuatus,Southwestern Common Raven
204868642,2024-03-31 20:49:24,2024-03-31,2024-04-01 03:49:24 +0000,Calypte anna,Anna's Hummingbird
204868714,2024-03-31 20:50:18,2024-03-31,2024-04-01 03:50:18 +0000,Amphispiza bilineata deserticola,Desert Black-throated Sparrow
204868791,2024-03-31 20:51:00,2024-03-31,2024-04-01 03:51:00 +0000,Haemorhous mexicanus frontalis,Northern House Finch
204868861,2024-03-31 20:51:41,2024-03-31,2024-04-01 03:51:41 +0000,Spizella breweri breweri,Southern Brewer's Sparrow
204869025,2024-03-31 20:52:31,2024-03-31,2024-04-01 03:52:31 +0000,Phainopepla nitens lepida,
204869303,2024-03-31 20:55:00,2024-03-31,2024-04-01 03:55:00 +0000,Polioptila melanura lucida,Sonora Gnatcatcher
205122778,2024/03/31 3:49 PM,2024-03-31,2024-03-31 22:49:00 +0000,Corvus corax,Common Raven
205225429,2024/03/06 12:41,2024-03-06,2024-03-06 20:41:00 +0000,Mimus polyglottos,Northern Mockingbird
205233531,2024-04-01 11:05:23-07:00,2024-04-01,2024-04-01 18:05:23 +0000,Lanius ludovicianus,Loggerhead Shrike
205256677,2024-04-02 18:22:26-07:00,2024-04-02,2024-04-03 01:22:26 +0000,Melozone crissalis,California Towhee
205263485,2024/03/05 14:25,2024-03-05,2024-03-05 22:25:00 +0000,Falco mexicanus,Prairie Falcon
205264499,2024/03/05 14:16,2024-03-05,2024-03-05 22:16:00 +0000,Salpinctes obsoletus,Rock Wren
205264787,2024/03/05 14:30,2024-03-05,2024-03-05 22:30:00 +0000,Corvus corax,Common Raven
205264995,2024/03/05 16:33,2024-03-05,2024-03-06 00:33:00 +0000,Sialia currucoides,Mountain Bluebird
205265150,2024/03/05 15:50,2024-03-05,2024-03-05 23:50:00 +0000,Spizella breweri,Brewer's Sparrow
205265237,2024/03/29 3:43 PM,2024-03-29,2024-03-29 22:43:00 +0000,Icterus cucullatus,Hooded Oriole
205265247,2024/03/29 3:59 PM,2024-03-29,2024-03-29 22:59:00 +0000,Phainopepla nitens,Phainopepla
205265249,2024/03/30 12:46 AM,2024-03-30,2024-03-30 07:46:00 +0000,Anas platyrhynchos,Mallard
205265343,2024/03/05 15:32,2024-03-05,2024-03-05 23:32:00 +0000,Corthylio calendula,Ruby-crowned Kinglet
205265575,2024/03/05 17:28,2024-03-05,2024-03-06 01:28:00 +0000,Phainopepla nitens,Phainopepla
205268791,2024/03/06 13:48,2024-03-06,2024-03-06 21:48:00 +0000,Aphelocoma californica,California Scrub-Jay
205268974,2024/03/06 15:06,2024-03-06,2024-03-06 23:06:00 +0000,Thryomanes bewickii,Bewick's Wren
205269094,2024/03/06 15:05,2024-03-06,2024-03-06 23:05:00 +0000,Junco hyemalis,Dark-eyed Junco
205269253,2024/03/06 16:18,2024-03-06,2024-03-07 00:18:00 +0000,Dryobates scalaris,Ladder-backed Woodpecker
205269453,2024/03/06 17:27,2024-03-06,2024-03-07 01:27:00 +0000,Buteo jamaicensis,Red-tailed Hawk
205269662,2024/03/06 17:22,2024-03-06,2024-03-07 01:22:00 +0000,Lanius ludovicianus,Loggerhead Shrike
205328555,2024/04/02 4:37 PM,2024-04-02,2024-04-02 23:37:00 +0000,Aphelocoma californica,California Scrub-Jay
205328560,2024/04/02 3:35 PM,2024-04-02,2024-04-02 22:35:00 +0000,Phainopepla nitens,Phainopepla
205328563,2024/04/02 4:23 PM,2024-04-02,2024-04-02 23:23:00 +0000,Phainopepla nitens,Phainopepla
205330661,2024/04/02 8:58 AM,2024-04-02,2024-04-02 15:58:00 +0000,Calypte anna,Anna's Hummingbird
205330674,2024/04/02 9:10 AM,2024-04-02,2024-04-02 16:10:00 +0000,Calypte anna,Anna's Hummingbird
205330684,2024/04/02 9:21 AM,2024-04-02,2024-04-02 16:21:00 +0000,Amphispiza bilineata,Black-throated Sparrow
205330691,2024/04/02 9:24 AM,2024-04-02,2024-04-02 16:24:00 +0000,Cathartes aura,Turkey Vulture
205330706,2024/04/02 9:28 AM,2024-04-02,2024-04-02 16:28:00 +0000,Amphispiza bilineata,Black-throated Sparrow
205330729,2024/04/02 9:41 AM,2024-04-02,2024-04-02 16:41:00 +0000,Salpinctes obsoletus,Rock Wren
205330747,2024/04/02 10:05 AM,2024-04-02,2024-04-02 17:05:00 +0000,Phainopepla nitens,Phainopepla
205441284,2024/04/02 10:22 AM,2024-04-02,2024-04-02 17:22:00 +0000,Cathartes aura,Turkey Vulture
205441286,2024/04/02 10:26 AM,2024-04-02,2024-04-02 17:26:00 +0000,Cathartes aura,Turkey Vulture
205441287,2024/04/02 10:28 AM,2024-04-02,2024-04-02 17:28:00 +0000,Cathartes aura,Turkey Vulture
205441294,2024/04/02 10:29 AM,2024-04-02,2024-04-02 17:29:00 +0000,Cathartes aura,Turkey Vulture
205443458,2024/04/02 10:54 AM,2024-04-02,2024-04-02 17:54:00 +0000,Haemorhous mexicanus,House Finch
205443525,2024/04/02 11:13 AM,2024-04-02,2024-04-02 18:13:00 +0000,Haemorhous mexicanus,House Finch
205443526,2024/04/02 11:13 AM,2024-04-02,2024-04-02 18:13:00 +0000,Haemorhous mexicanus,House Finch
205445620,2024/04/02 11:40 AM,2024-04-02,2024-04-02 18:40:00 +0000,Sayornis saya,Say's Phoebe
205445623,2024/04/02 11:43 AM,2024-04-02,2024-04-02 18:43:00 +0000,Mimus polyglottos,Northern Mockingbird
205445633,2024/04/02 11:46 AM,2024-04-02,2024-04-02 18:46:00 +0000,Phainopepla nitens,Phainopepla
205445637,2024/04/02 11:47 AM,2024-04-02,2024-04-02 18:47:00 +0000,Amphispiza bilineata,Black-throated Sparrow
205445650,2024/04/02 12:20 PM,2024-04-02,2024-04-02 19:20:00 +0000,Falco mexicanus,Prairie Falcon
205445656,2024/04/02 12:43 PM,2024-04-02,2024-04-02 19:43:00 +0000,Amphispiza bilineata,Black-throated Sparrow
205445659,2024/04/02 12:45 PM,2024-04-02,2024-04-02 19:45:00 +0000,Amphispiza bilineata,Black-throated Sparrow
205445660,2024/04/02 12:50 PM,2024-04-02,2024-04-02 19:50:00 +0000,Amphispiza bilineata,Black-throated Sparrow
205445661,2024/04/02 12:50 PM,2024-04-02,2024-04-02 19:50:00 +0000,Amphispiza bilineata,Black-throated Sparrow
205445664,2024/04/02 12:53 PM,2024-04-02,2024-04-02 19:53:00 +0000,Salpinctes obsoletus,Rock Wren
205445666,2024/04/02 12:51 PM,2024-04-02,2024-04-02 19:51:00 +0000,Amphispiza bilineata,Black-throated Sparrow
205447374,2024/04/02 2:12 PM,2024-04-02,2024-04-02 21:12:00 +0000,Amphispiza bilineata,Black-throated Sparrow
205449273,2024/04/02 2:59 PM,2024-04-02,2024-04-02 21:59:00 +0000,Corvus corax,Common Raven
205449283,2024/04/02 3:09 PM,2024-04-02,2024-04-02 22:09:00 +0000,Corvus corax,Common Raven
205449284,2024/04/02 3:10 PM,2024-04-02,2024-04-02 22:10:00 +0000,Anas platyrhynchos,Mallard
205449290,2024/04/02 3:17 PM,2024-04-02,2024-04-02 22:17:00 +0000,Cathartes aura,Turkey Vulture
205449291,2024/04/02 3:18 PM,2024-04-02,2024-04-02 22:18:00 +0000,Cathartes aura,Turkey Vulture
205449296,2024/04/02 3:18 PM,2024-04-02,2024-04-02 22:18:00 +0000,Cathartes aura,Turkey Vulture
205449303,2024/04/02 3:22 PM,2024-04-02,2024-04-02 22:22:00 +0000,Anas platyrhynchos,Mallard
205449312,2024/04/02 3:28 PM,2024-04-02,2024-04-02 22:28:00 +0000,Anas platyrhynchos,Mallard
205449316,2024/04/02 3:29 PM,2024-04-02,2024-04-02 22:29:00 +0000,Salpinctes obsoletus,Rock Wren
205449324,2024/04/02 3:30 PM,2024-04-02,2024-04-02 22:30:00 +0000,Salpinctes obsoletus,Rock Wren
205449329,2024/04/02 3:35 PM,2024-04-02,2024-04-02 22:35:00 +0000,Calypte anna,Anna's Hummingbird
